Canal,Franja Horaria,Año,Fecha,Día de la semana,Mes,Share Niños 4-8 años,Rating en Miles Niños 4-8 años,Share Amas de casa 18+,Rating en Miles Amas de casa 18+,Share Personas 4+,Rating en Miles Personas 4+
Animal Planet,0600-2400,2019,2019-07-24,Wednesday,7,0.04,0.09,0.36,4.95,0.39,12.86
Animal Planet,0600-2400,2019,2019-07-25,Thursday,7,0.13,0.25,0.35,4.96,0.34,11.54
Animal Planet,0600-2400,2019,2019-07-26,Friday,7,0.43,1.01,0.23,3.26,0.25,8.74
Animal Planet,0600-2400,2019,2019-07-27,Saturday,7,0.25,0.61,0.45,5.83,0.5,17.0
Animal Planet,0600-2400,2019,2019-07-28,Sunday,7,0.54,1.24,0.26,3.79,0.41,16.22
Animal Planet,0600-2400,2019,2019-07-29,Monday,7,1.65,3.27,0.16,2.23,0.35,12.07
Animal Planet,0600-2400,2019,2019-07-30,Tuesday,7,0.46,0.79,0.18,2.58,0.27,9.11
Animal Planet,0600-2400,2019,2019-07-31,Wednesday,7,0.3,0.62,0.13,1.81,0.26,8.32
Animal Planet,0600-2400,2019,2019-08-01,Thursday,8,0.01,0.02,0.15,2.08,0.27,9.03
Animal Planet,0600-2400,2019,2019-08-02,Friday,8,0.02,0.03,0.22,2.79,0.24,7.79
Animal Planet,0600-2400,2019,2019-08-03,Saturday,8,0.09,0.2,0.33,3.84,0.28,9.05
Animal Planet,0600-2400,2019,2019-08-04,Sunday,8,0.25,0.53,0.38,4.99,0.47,16.78
Animal Planet,0600-2400,2019,2019-08-05,Monday,8,0.1,0.2,0.11,1.52,0.16,5.4
Animal Planet,0600-2400,2019,2019-08-06,Tuesday,8,0.27,0.48,0.24,3.28,0.35,11.51
Animal Planet,0600-2400,2019,2019-08-07,Wednesday,8,0.34,0.79,0.34,5.0,0.34,12.54
Animal Planet,0600-2400,2019,2019-08-08,Thursday,8,1.34,2.57,0.24,3.2,0.48,15.39
Animal Planet,0600-2400,2019,2019-08-09,Friday,8,0.04,0.07,0.26,3.51,0.34,10.96
Animal Planet,0600-2400,2019,2019-08-10,Saturday,8,0.39,1.06,0.76,9.58,0.64,21.49
Animal Planet,0600-2400,2019,2019-08-11,Sunday,8,0.14,0.28,0.63,8.39,0.49,17.59
Animal Planet,0600-2400,2019,2019-08-12,Monday,8,0.11,0.23,0.16,2.26,0.22,7.22
Animal Planet,0600-2400,2019,2019-08-13,Tuesday,8,0.04,0.07,0.27,3.56,0.3,9.62
Animal Planet,0600-2400,2019,2019-08-14,Wednesday,8,0.13,0.23,0.27,3.7,0.34,11.24
Animal Planet,0600-2400,2019,2019-08-15,Thursday,8,0.08,0.14,0.27,3.68,0.25,8.1
Animal Planet,0600-2400,2019,2019-08-16,Friday,8,0.36,0.8,0.27,3.8,0.36,11.78
Animal Planet,0600-2400,2019,2019-08-17,Saturday,8,0.27,0.69,0.39,4.68,0.36,11.16
Animal Planet,0600-2400,2019,2019-08-18,Sunday,8,0.23,0.46,0.53,6.35,0.61,19.4
Animal Planet,0600-2400,2019,2019-08-19,Monday,8,0.42,0.93,0.4,5.86,0.63,23.39
Animal Planet,0600-2400,2019,2019-08-20,Tuesday,8,0.25,0.5,0.16,2.19,0.43,13.41
Animal Planet,0600-2400,2019,2019-08-21,Wednesday,8,0.33,0.64,0.37,4.91,0.29,9.21
Animal Planet,0600-2400,2019,2019-08-22,Thursday,8,0.27,0.55,0.2,2.93,0.36,12.01
Animal Planet,0600-2400,2019,2019-08-23,Friday,8,0.07,0.15,0.12,1.63,0.19,6.27
Animal Planet,0600-2400,2019,2019-08-24,Saturday,8,0.4,0.91,0.42,5.29,0.48,15.67
Animal Planet,0600-2400,2019,2019-08-25,Sunday,8,0.36,0.7,0.63,8.63,0.59,21.23
Animal Planet,0600-2400,2019,2019-08-26,Monday,8,0.57,1.13,0.44,5.91,0.55,18.14
Animal Planet,0600-2400,2019,2019-08-27,Tuesday,8,0.19,0.44,0.43,5.87,0.48,16.45
Animal Planet,0600-2400,2019,2019-08-28,Wednesday,8,0.03,0.08,0.48,6.61,0.52,17.81
Animal Planet,0600-2400,2019,2019-08-29,Thursday,8,0.12,0.27,0.2,2.71,0.28,9.44
Animal Planet,0600-2400,2019,2019-08-30,Friday,8,0.09,0.23,0.32,4.12,0.42,13.49
Animal Planet,0600-2400,2019,2019-08-31,Saturday,8,0.07,0.17,1.26,14.64,0.82,25.74
Animal Planet,0600-2400,2019,2019-09-01,Sunday,9,0.2,0.49,0.61,7.98,0.47,16.68
Animal Planet,0600-2400,2019,2019-09-02,Monday,9,0.02,0.04,0.33,4.34,0.39,12.57
Animal Planet,0600-2400,2019,2019-09-03,Tuesday,9,0.17,0.33,0.37,4.92,0.51,16.08
Animal Planet,0600-2400,2019,2019-09-04,Wednesday,9,0.12,0.23,0.33,4.45,0.31,10.02
Animal Planet,0600-2400,2019,2019-09-05,Thursday,9,0.07,0.12,0.22,2.78,0.21,6.53
Animal Planet,0600-2400,2019,2019-09-06,Friday,9,0.03,0.07,0.13,1.66,0.11,3.58
Animal Planet,0600-2400,2019,2019-09-07,Saturday,9,0.26,0.67,0.91,9.41,0.69,20.6
Animal Planet,0600-2400,2019,2019-09-08,Sunday,9,0.2,0.39,0.53,6.63,0.59,19.67
Animal Planet,0600-2400,2019,2019-09-09,Monday,9,0.09,0.17,0.26,3.64,0.32,10.22
Animal Planet,0600-2400,2019,2019-09-10,Tuesday,9,0.12,0.23,0.37,4.88,0.45,14.83
Animal Planet,0600-2400,2019,2019-09-11,Wednesday,9,0.01,0.03,0.29,3.9,0.22,6.95
Animal Planet,0600-2400,2019,2019-09-12,Thursday,9,0.07,0.16,0.19,2.57,0.29,9.65
Animal Planet,0600-2400,2019,2019-09-13,Friday,9,0.94,2.11,0.3,4.05,0.51,16.76
Animal Planet,0600-2400,2019,2019-09-14,Saturday,9,0.11,0.3,0.21,2.5,0.31,10.07
Animal Planet,0600-2400,2019,2019-09-15,Sunday,9,0.02,0.05,0.45,5.81,0.37,12.33
Animal Planet,0600-2400,2019,2019-09-16,Monday,9,0.05,0.1,0.31,4.43,0.28,9.06
Animal Planet,0600-2400,2019,2019-09-17,Tuesday,9,0.4,0.8,0.17,2.45,0.25,8.23
Animal Planet,0600-2400,2019,2019-09-18,Wednesday,9,0.16,0.3,0.31,4.46,0.37,12.15
Animal Planet,0600-2400,2019,2019-09-19,Thursday,9,0.08,0.17,0.19,2.51,0.53,17.03
Animal Planet,0600-2400,2019,2019-09-20,Friday,9,0.03,0.07,0.28,3.96,0.33,10.84
Animal Planet,0600-2400,2019,2019-09-21,Saturday,9,0.04,0.09,0.35,4.13,0.33,10.23
Animal Planet,0600-2400,2019,2019-09-22,Sunday,9,0.23,0.43,0.31,4.03,0.35,12.2
Animal Planet,0600-2400,2019,2019-09-23,Monday,9,0.05,0.1,0.18,2.75,0.19,6.66
Animal Planet,0600-2400,2019,2019-09-24,Tuesday,9,0.24,0.46,0.27,3.92,0.33,11.05
Animal Planet,0600-2400,2019,2019-09-25,Wednesday,9,0.18,0.34,0.26,3.62,0.34,11.46
Animal Planet,0600-2400,2019,2019-09-26,Thursday,9,0.17,0.31,0.29,3.81,0.38,11.96
Animal Planet,0600-2400,2019,2019-09-27,Friday,9,0.14,0.29,0.18,2.3,0.22,7.12
Animal Planet,0600-2400,2019,2019-09-28,Saturday,9,0.3,0.61,0.49,5.67,0.43,13.5
Animal Planet,0600-2400,2019,2019-09-29,Sunday,9,0.04,0.08,0.16,2.18,0.2,6.95
Animal Planet,0600-2400,2019,2019-09-30,Monday,9,2.32,4.57,0.19,2.58,0.43,14.42
Animal Planet,0600-2400,2019,2019-10-01,Tuesday,10,0.0,0.0,0.2,2.54,0.23,7.38
Animal Planet,0600-2400,2019,2019-10-02,Wednesday,10,0.23,0.45,0.14,1.85,0.38,12.38
Animal Planet,0600-2400,2019,2019-10-03,Thursday,10,0.01,0.01,0.12,1.64,0.26,8.69
Animal Planet,0600-2400,2019,2019-10-04,Friday,10,0.03,0.06,0.1,1.33,0.21,6.82
Animal Planet,0600-2400,2019,2019-10-05,Saturday,10,0.04,0.1,0.29,3.46,0.27,8.52
Animal Planet,0600-2400,2019,2019-10-06,Sunday,10,0.24,0.52,0.24,3.02,0.3,10.22
Animal Planet,0600-2400,2019,2019-10-07,Monday,10,0.31,0.75,0.21,2.73,0.31,10.34
Animal Planet,0600-2400,2019,2019-10-08,Tuesday,10,0.41,0.89,0.77,11.01,0.66,22.68
Animal Planet,0600-2400,2019,2019-10-09,Wednesday,10,0.28,0.7,0.2,2.7,0.29,9.57
Animal Planet,0600-2400,2019,2019-10-10,Thursday,10,0.33,0.72,0.44,6.22,0.52,17.89
Animal Planet,0600-2400,2019,2019-10-11,Friday,10,0.06,0.12,0.35,4.59,0.45,14.39
Animal Planet,0600-2400,2019,2019-10-12,Saturday,10,0.31,0.65,0.65,7.61,0.54,17.06
Animal Planet,0600-2400,2019,2019-10-13,Sunday,10,0.46,0.77,0.68,8.4,0.62,19.3
Animal Planet,0600-2400,2019,2019-10-14,Monday,10,0.21,0.46,0.39,4.96,0.44,15.03
Animal Planet,0600-2400,2019,2019-10-15,Tuesday,10,0.37,0.79,0.19,2.65,0.32,10.78
Animal Planet,0600-2400,2019,2019-10-16,Wednesday,10,0.06,0.11,0.26,3.6,0.33,10.76
Animal Planet,0600-2400,2019,2019-10-17,Thursday,10,0.01,0.02,0.33,4.67,0.27,8.64
Animal Planet,0600-2400,2019,2019-10-18,Friday,10,0.39,0.83,0.27,3.41,0.3,9.25
Animal Planet,0600-2400,2019,2019-10-19,Saturday,10,0.18,0.33,0.57,6.48,0.35,10.51
Animal Planet,0600-2400,2019,2019-10-20,Sunday,10,0.22,0.42,0.22,2.97,0.2,6.96
Animal Planet,0600-2400,2019,2019-10-21,Monday,10,0.34,0.72,0.42,5.92,0.37,12.34
Animal Planet,0600-2400,2019,2019-10-22,Tuesday,10,0.29,0.58,0.33,4.8,0.32,10.61
Animal Planet,0600-2400,2019,2019-10-23,Wednesday,10,0.03,0.06,0.38,5.29,0.29,9.54
Animal Planet,0600-2400,2019,2019-10-24,Thursday,10,0.0,0.0,0.25,3.55,0.24,7.64
Animal Planet,0600-2400,2019,2019-10-25,Friday,10,0.7,1.61,0.24,3.2,0.39,12.4
Animal Planet,0600-2400,2019,2019-10-26,Saturday,10,0.17,0.37,0.55,6.29,0.41,12.01
Animal Planet,0600-2400,2019,2019-10-27,Sunday,10,1.27,2.12,0.39,5.32,0.56,19.37
Animal Planet,0600-2400,2019,2019-10-28,Monday,10,0.01,0.03,0.13,1.71,0.23,7.44
Animal Planet,0600-2400,2019,2019-10-29,Tuesday,10,0.34,0.64,0.37,4.79,0.29,8.88
Animal Planet,0600-2400,2019,2019-10-30,Wednesday,10,0.43,0.93,0.19,2.52,0.26,7.98
Animal Planet,0600-2400,2019,2019-10-31,Thursday,10,0.21,0.35,0.36,4.74,0.3,8.75
Animal Planet,0600-2400,2019,2019-11-01,Friday,11,0.89,2.18,0.47,6.21,0.48,15.74
Animal Planet,0600-2400,2019,2019-11-02,Saturday,11,0.63,1.58,0.9,10.28,0.74,22.73
Animal Planet,0600-2400,2019,2019-11-03,Sunday,11,0.14,0.28,0.49,6.11,0.58,18.02
Animal Planet,0600-2400,2019,2019-11-04,Monday,11,0.29,0.68,0.39,5.3,0.5,17.38
Animal Planet,0600-2400,2019,2019-11-05,Tuesday,11,0.22,0.48,0.24,3.13,0.24,7.43
Animal Planet,0600-2400,2019,2019-11-06,Wednesday,11,0.22,0.4,0.49,6.44,0.51,15.63
Animal Planet,0600-2400,2019,2019-11-07,Thursday,11,0.01,0.02,0.27,3.57,0.3,9.25
Animal Planet,0600-2400,2019,2019-11-08,Friday,11,0.12,0.28,0.43,5.52,0.37,11.37
Animal Planet,0600-2400,2019,2019-11-09,Saturday,11,0.28,0.71,0.26,3.05,0.55,16.92
Animal Planet,0600-2400,2019,2019-11-10,Sunday,11,1.02,2.1,0.76,9.55,0.6,19.86
Animal Planet,0600-2400,2019,2019-11-11,Monday,11,0.03,0.05,0.59,8.16,0.43,15.57
Animal Planet,0600-2400,2019,2019-11-12,Tuesday,11,0.02,0.04,0.43,5.76,0.43,13.48
Animal Planet,0600-2400,2019,2019-11-13,Wednesday,11,0.04,0.09,0.38,5.23,0.33,10.57
Animal Planet,0600-2400,2019,2019-11-14,Thursday,11,0.12,0.22,0.3,3.88,0.34,10.59
Animal Planet,0600-2400,2019,2019-11-15,Friday,11,0.04,0.1,0.5,6.34,0.35,11.49
Animal Planet,0600-2400,2019,2019-11-16,Saturday,11,0.03,0.07,0.71,8.01,0.63,18.63
Animal Planet,0600-2400,2019,2019-11-17,Sunday,11,0.57,1.28,0.38,5.09,0.62,21.96
Animal Planet,0600-2400,2019,2019-11-18,Monday,11,0.11,0.23,0.18,2.45,0.23,7.53
Animal Planet,0600-2400,2019,2019-11-19,Tuesday,11,0.0,0.0,0.46,6.18,0.48,15.77
Animal Planet,0600-2400,2019,2019-11-20,Wednesday,11,0.01,0.01,0.19,2.56,0.23,7.23
Animal Planet,0600-2400,2019,2019-11-21,Thursday,11,0.04,0.11,0.12,2.29,0.29,13.11
Animal Planet,0600-2400,2019,2019-11-22,Friday,11,0.21,0.53,0.17,2.85,0.28,11.3
Animal Planet,0600-2400,2019,2019-11-23,Saturday,11,0.31,0.73,0.42,6.0,0.35,12.6
Animal Planet,0600-2400,2019,2019-11-24,Sunday,11,0.34,0.74,0.34,4.48,0.39,13.74
Animal Planet,0600-2400,2019,2019-11-25,Monday,11,0.1,0.26,0.37,5.11,0.31,10.98
Animal Planet,0600-2400,2019,2019-11-26,Tuesday,11,0.02,0.04,0.39,5.45,0.45,15.33
Animal Planet,0600-2400,2019,2019-11-27,Wednesday,11,0.18,0.5,0.32,4.72,0.42,15.51
Animal Planet,0600-2400,2019,2019-11-28,Thursday,11,0.02,0.05,0.24,3.28,0.41,13.91
Animal Planet,0600-2400,2019,2019-11-29,Friday,11,0.02,0.04,0.28,3.85,0.38,12.34
Animal Planet,0600-2400,2019,2019-11-30,Saturday,11,0.1,0.21,1.03,11.16,0.76,21.15
Animal Planet,0600-2400,2019,2019-12-01,Sunday,12,0.04,0.09,0.5,6.3,0.55,18.34
Animal Planet,0600-2400,2019,2019-12-02,Monday,12,0.18,0.37,0.32,3.93,0.47,14.25
Animal Planet,0600-2400,2019,2019-12-03,Tuesday,12,0.14,0.35,0.23,2.9,0.4,12.73
Animal Planet,0600-2400,2019,2019-12-04,Wednesday,12,0.11,0.27,0.42,6.17,0.44,15.63
Animal Planet,0600-2400,2019,2019-12-05,Thursday,12,0.06,0.15,0.26,3.25,0.3,9.81
Animal Planet,0600-2400,2019,2019-12-06,Friday,12,0.25,0.66,0.38,4.97,0.4,12.96
Animal Planet,0600-2400,2019,2019-12-07,Saturday,12,0.36,0.79,0.46,4.78,0.38,10.62
Animal Planet,0600-2400,2019,2019-12-08,Sunday,12,0.2,0.41,0.53,6.21,0.55,16.9
Animal Planet,0600-2400,2019,2019-12-09,Monday,12,0.01,0.04,0.41,5.06,0.39,12.48
Animal Planet,0600-2400,2019,2019-12-10,Tuesday,12,0.02,0.04,0.29,3.65,0.36,11.21
Animal Planet,0600-2400,2019,2019-12-11,Wednesday,12,0.03,0.07,0.16,2.09,0.24,7.92
Animal Planet,0600-2400,2019,2019-12-12,Thursday,12,0.0,0.0,0.3,3.86,0.28,8.77
Animal Planet,0600-2400,2019,2019-12-13,Friday,12,0.0,0.0,0.32,3.68,0.35,10.37
Animal Planet,0600-2400,2019,2019-12-14,Saturday,12,0.91,2.28,0.34,3.66,0.51,14.91
Animal Planet,0600-2400,2019,2019-12-15,Sunday,12,0.25,0.51,0.67,7.48,0.62,18.35
Animal Planet,0600-2400,2019,2019-12-16,Monday,12,0.02,0.04,0.18,2.11,0.26,7.69
Animal Planet,0600-2400,2019,2019-12-17,Tuesday,12,0.82,1.96,0.4,4.55,0.38,11.04
Animal Planet,0600-2400,2019,2019-12-18,Wednesday,12,0.39,0.81,0.78,9.29,0.8,24.45
Animal Planet,0600-2400,2019,2019-12-19,Thursday,12,0.06,0.13,0.41,4.87,0.55,16.6
Animal Planet,0600-2400,2019,2019-12-20,Friday,12,0.88,1.99,0.62,6.82,0.56,15.88
Animal Planet,0600-2400,2019,2019-12-21,Saturday,12,0.11,0.21,0.29,2.85,0.34,8.92
Animal Planet,0600-2400,2019,2019-12-22,Sunday,12,0.32,0.5,0.33,3.45,0.36,9.96
Animal Planet,0600-2400,2019,2019-12-23,Monday,12,0.63,1.13,0.25,2.51,0.37,10.35
Animal Planet,0600-2400,2019,2019-12-24,Tuesday,12,1.59,2.19,0.63,5.35,0.87,19.78
Animal Planet,0600-2400,2019,2019-12-25,Wednesday,12,0.22,0.35,0.37,4.02,0.33,9.21
Animal Planet,0600-2400,2019,2019-12-26,Thursday,12,0.07,0.12,0.24,2.97,0.26,8.1
Animal Planet,0600-2400,2019,2019-12-27,Friday,12,0.03,0.05,0.39,4.74,0.46,13.55
Animal Planet,0600-2400,2019,2019-12-28,Saturday,12,0.09,0.16,0.49,5.17,0.34,9.07
Animal Planet,0600-2400,2019,2019-12-29,Sunday,12,0.0,0.0,0.54,6.33,0.47,14.22
Animal Planet,0600-2400,2019,2019-12-30,Monday,12,0.02,0.05,0.25,3.08,0.25,7.63
Animal Planet,0600-2400,2019,2019-12-31,Tuesday,12,0.58,0.85,0.35,3.25,0.71,16.33
STAR Channel,0600-2400,2018,2018-01-01,Monday,1,0.84,2.22,0.93,11.65,1.63,53.32
STAR Channel,0600-2400,2018,2018-01-02,Tuesday,1,0.83,2.66,1.31,17.78,1.66,60.92
STAR Channel,0600-2400,2018,2018-01-03,Wednesday,1,0.59,1.81,1.42,20.54,1.47,54.95
STAR Channel,0600-2400,2018,2018-01-04,Thursday,1,0.4,1.28,0.9,12.13,1.26,44.2
STAR Channel,0600-2400,2018,2018-01-05,Friday,1,1.85,5.87,1.02,14.71,1.47,52.33
STAR Channel,0600-2400,2018,2018-01-06,Saturday,1,1.01,2.23,1.12,14.64,1.71,55.45
STAR Channel,0600-2400,2018,2018-01-07,Sunday,1,1.43,3.86,2.09,27.4,2.01,67.04
STAR Channel,0600-2400,2018,2018-01-08,Monday,1,1.19,3.18,1.75,24.26,2.16,79.79
STAR Channel,0600-2400,2018,2018-01-09,Tuesday,1,1.23,4.64,1.1,15.91,1.59,63.19
STAR Channel,0600-2400,2018,2018-01-10,Wednesday,1,0.04,0.12,0.49,7.27,0.76,28.21
STAR Channel,0600-2400,2018,2018-01-11,Thursday,1,1.46,4.87,0.9,13.14,1.53,58.14
STAR Channel,0600-2400,2018,2018-01-12,Friday,1,0.4,1.19,1.0,14.48,1.51,56.69
STAR Channel,0600-2400,2018,2018-01-13,Saturday,1,1.27,4.27,2.1,29.6,1.91,70.58
STAR Channel,0600-2400,2018,2018-01-14,Sunday,1,0.44,1.48,1.07,15.13,1.26,50.46
STAR Channel,0600-2400,2018,2018-01-15,Monday,1,0.78,2.62,1.09,16.81,1.24,49.85
STAR Channel,0600-2400,2018,2018-01-16,Tuesday,1,0.32,1.12,0.67,10.13,1.03,41.69
STAR Channel,0600-2400,2018,2018-01-17,Wednesday,1,0.28,1.04,1.04,16.18,1.09,43.45
STAR Channel,0600-2400,2018,2018-01-18,Thursday,1,0.22,0.75,0.67,10.01,0.94,36.22
STAR Channel,0600-2400,2018,2018-01-19,Friday,1,0.32,1.02,0.64,8.95,0.73,26.91
STAR Channel,0600-2400,2018,2018-01-20,Saturday,1,0.38,1.08,1.5,19.23,1.81,62.4
STAR Channel,0600-2400,2018,2018-01-21,Sunday,1,0.4,0.99,1.55,20.96,1.92,71.85
STAR Channel,0600-2400,2018,2018-01-22,Monday,1,0.63,1.85,0.98,14.36,1.27,46.98
STAR Channel,0600-2400,2018,2018-01-23,Tuesday,1,0.94,2.72,0.72,10.68,1.07,39.45
STAR Channel,0600-2400,2018,2018-01-24,Wednesday,1,0.31,0.83,0.39,5.71,0.67,24.46
STAR Channel,0600-2400,2018,2018-01-25,Thursday,1,0.31,0.82,0.73,10.51,1.07,38.22
STAR Channel,0600-2400,2018,2018-01-26,Friday,1,0.6,1.76,0.76,11.12,1.2,44.49
STAR Channel,0600-2400,2018,2018-01-27,Saturday,1,0.4,1.25,1.34,17.93,1.54,54.65
STAR Channel,0600-2400,2018,2018-01-28,Sunday,1,2.19,5.19,1.54,22.03,1.92,73.72
STAR Channel,0600-2400,2018,2018-01-29,Monday,1,0.82,2.16,0.57,8.06,0.78,27.87
STAR Channel,0600-2400,2018,2018-01-30,Tuesday,1,0.27,0.69,0.52,7.61,0.7,25.36
STAR Channel,0600-2400,2018,2018-01-31,Wednesday,1,0.8,2.05,0.69,10.53,0.98,36.14
STAR Channel,0600-2400,2018,2018-02-01,Thursday,2,0.64,1.52,0.69,10.08,0.88,31.81
STAR Channel,0600-2400,2018,2018-02-02,Friday,2,0.47,1.17,0.62,8.59,1.13,38.03
STAR Channel,0600-2400,2018,2018-02-03,Saturday,2,1.57,4.54,1.27,16.44,1.61,53.65
STAR Channel,0600-2400,2018,2018-02-04,Sunday,2,1.34,3.44,2.09,28.71,2.11,78.04
STAR Channel,0600-2400,2018,2018-02-05,Monday,2,0.15,0.36,1.1,15.86,1.52,52.54
STAR Channel,0600-2400,2018,2018-02-06,Tuesday,2,0.52,1.15,0.62,8.58,0.9,30.13
STAR Channel,0600-2400,2018,2018-02-07,Wednesday,2,0.38,0.84,0.49,7.13,0.68,23.68
STAR Channel,0600-2400,2018,2018-02-08,Thursday,2,0.91,2.09,0.84,12.31,1.01,35.37
STAR Channel,0600-2400,2018,2018-02-09,Friday,2,0.27,0.6,0.54,7.77,1.0,33.58
STAR Channel,0600-2400,2018,2018-02-10,Saturday,2,1.45,3.88,2.06,28.19,2.24,77.97
STAR Channel,0600-2400,2018,2018-02-11,Sunday,2,0.4,0.97,1.02,14.7,1.5,57.55
STAR Channel,0600-2400,2018,2018-02-12,Monday,2,1.93,3.68,1.04,15.61,1.66,57.51
STAR Channel,0600-2400,2018,2018-02-13,Tuesday,2,1.03,2.58,1.33,20.46,1.71,62.55
STAR Channel,0600-2400,2018,2018-02-14,Wednesday,2,0.56,1.47,0.56,8.45,0.97,35.41
STAR Channel,0600-2400,2018,2018-02-15,Thursday,2,1.08,2.2,0.55,8.09,1.13,39.28
STAR Channel,0600-2400,2018,2018-02-16,Friday,2,0.43,1.25,0.64,8.93,1.17,40.83
STAR Channel,0600-2400,2018,2018-02-17,Saturday,2,0.84,2.88,0.78,10.34,1.5,55.31
STAR Channel,0600-2400,2018,2018-02-18,Sunday,2,0.59,1.71,1.28,19.03,1.38,53.7
STAR Channel,0600-2400,2018,2018-02-19,Monday,2,0.85,1.8,0.54,8.25,0.9,30.87
STAR Channel,0600-2400,2018,2018-02-20,Tuesday,2,1.01,2.66,0.8,12.07,1.05,38.3
STAR Channel,0600-2400,2018,2018-02-21,Wednesday,2,0.34,0.94,0.58,8.43,0.86,31.46
STAR Channel,0600-2400,2018,2018-02-22,Thursday,2,0.27,0.71,0.81,12.38,1.27,45.95
STAR Channel,0600-2400,2018,2018-02-23,Friday,2,0.08,0.23,1.16,18.0,1.2,44.0
STAR Channel,0600-2400,2018,2018-02-24,Saturday,2,0.84,2.64,1.93,25.22,2.1,73.71
STAR Channel,0600-2400,2018,2018-02-25,Sunday,2,0.71,2.12,1.34,18.85,1.52,59.59
STAR Channel,0600-2400,2018,2018-02-26,Monday,2,0.26,0.62,0.58,8.41,1.02,35.66
STAR Channel,0600-2400,2018,2018-02-27,Tuesday,2,0.94,2.23,0.85,13.01,0.95,33.54
STAR Channel,0600-2400,2018,2018-02-28,Wednesday,2,1.11,2.69,0.77,10.56,0.91,31.16
STAR Channel,0600-2400,2018,2018-03-01,Thursday,3,0.39,0.75,0.35,4.91,0.67,22.38
STAR Channel,0600-2400,2018,2018-03-02,Friday,3,0.02,0.06,0.29,4.0,0.62,20.72
STAR Channel,0600-2400,2018,2018-03-03,Saturday,3,0.77,2.13,1.97,23.89,1.72,57.09
STAR Channel,0600-2400,2018,2018-03-04,Sunday,3,1.45,4.18,2.05,30.33,2.64,103.88
STAR Channel,0600-2400,2018,2018-03-05,Monday,3,1.47,3.74,1.0,14.59,1.39,49.12
STAR Channel,0600-2400,2018,2018-03-06,Tuesday,3,0.74,1.75,0.74,10.8,1.14,39.9
STAR Channel,0600-2400,2018,2018-03-07,Wednesday,3,0.54,1.17,0.6,8.53,0.98,33.83
STAR Channel,0600-2400,2018,2018-03-08,Thursday,3,1.08,2.47,0.59,8.77,1.01,35.03
STAR Channel,0600-2400,2018,2018-03-09,Friday,3,1.23,2.8,0.74,10.9,1.24,43.82
STAR Channel,0600-2400,2018,2018-03-10,Saturday,3,1.21,3.57,2.12,25.31,2.37,79.78
STAR Channel,0600-2400,2018,2018-03-11,Sunday,3,0.85,2.62,1.33,18.99,2.09,84.52
STAR Channel,0600-2400,2018,2018-03-12,Monday,3,0.44,1.16,0.6,8.9,0.93,33.59
STAR Channel,0600-2400,2018,2018-03-13,Tuesday,3,1.14,3.01,0.56,8.18,0.9,31.46
STAR Channel,0600-2400,2018,2018-03-14,Wednesday,3,0.76,1.96,0.86,12.64,0.95,34.25
STAR Channel,0600-2400,2018,2018-03-15,Thursday,3,0.45,1.11,0.64,9.71,0.92,32.41
STAR Channel,0600-2400,2018,2018-03-16,Friday,3,0.44,0.99,0.69,9.11,1.06,34.08
STAR Channel,0600-2400,2018,2018-03-17,Saturday,3,0.67,2.0,1.65,19.71,1.8,57.5
STAR Channel,0600-2400,2018,2018-03-18,Sunday,3,0.93,2.83,0.91,12.39,1.99,74.94
STAR Channel,0600-2400,2018,2018-03-19,Monday,3,0.75,2.7,1.29,18.31,2.32,90.99
STAR Channel,0600-2400,2018,2018-03-20,Tuesday,3,0.33,0.82,0.82,11.69,0.95,32.53
STAR Channel,0600-2400,2018,2018-03-21,Wednesday,3,0.14,0.27,0.4,5.74,0.82,27.39
STAR Channel,0600-2400,2018,2018-03-22,Thursday,3,0.32,0.63,1.08,15.56,1.62,54.9
STAR Channel,0600-2400,2018,2018-03-23,Friday,3,0.42,1.03,0.51,7.42,0.83,30.97
STAR Channel,0600-2400,2018,2018-03-24,Saturday,3,1.27,4.26,1.25,17.69,2.02,73.08
STAR Channel,0600-2400,2018,2018-03-25,Sunday,3,1.34,3.59,1.6,22.73,1.94,75.69
STAR Channel,0600-2400,2018,2018-03-26,Monday,3,0.11,0.35,0.82,11.76,1.43,53.79
STAR Channel,0600-2400,2018,2018-03-27,Tuesday,3,0.91,3.11,0.77,11.56,0.77,30.97
STAR Channel,0600-2400,2018,2018-03-28,Wednesday,3,0.41,1.24,1.64,23.25,1.61,58.66
STAR Channel,0600-2400,2018,2018-03-29,Thursday,3,1.63,5.05,1.51,21.69,2.21,87.55
STAR Channel,0600-2400,2018,2018-03-30,Friday,3,0.83,2.23,0.93,12.9,1.61,62.13
STAR Channel,0600-2400,2018,2018-03-31,Saturday,3,1.72,6.15,2.0,26.95,2.45,91.27
STAR Channel,0600-2400,2018,2018-04-01,Sunday,4,1.53,4.18,2.04,29.87,2.27,90.26
STAR Channel,0600-2400,2018,2018-04-02,Monday,4,0.59,1.63,0.88,12.62,1.2,42.95
STAR Channel,0600-2400,2018,2018-04-03,Tuesday,4,0.42,0.93,0.63,8.92,0.9,30.88
STAR Channel,0600-2400,2018,2018-04-04,Wednesday,4,0.15,0.33,0.82,12.03,0.92,32.44
STAR Channel,0600-2400,2018,2018-04-05,Thursday,4,0.67,1.41,0.95,13.73,0.8,28.23
STAR Channel,0600-2400,2018,2018-04-06,Friday,4,1.7,4.15,0.71,10.7,1.23,43.25
