Canal,Franja Horaria,Año,Fecha,Día de la semana,Mes,Share Niños 4-8 años,Rating en Miles Niños 4-8 años,Share Amas de casa 18+,Rating en Miles Amas de casa 18+,Share Personas 4+,Rating en Miles Personas 4+
Boomerang,0600-2400,2018,2018-01-01,Monday,1,1.66,4.39,0.42,5.18,0.71,23.11
Boomerang,0600-2400,2018,2018-01-02,Tuesday,1,3.67,11.86,0.52,6.99,1.21,44.42
Boomerang,0600-2400,2018,2018-01-03,Wednesday,1,2.44,7.54,0.33,4.78,0.84,31.47
Boomerang,0600-2400,2018,2018-01-04,Thursday,1,2.44,7.82,0.57,7.58,1.05,36.85
Boomerang,0600-2400,2018,2018-01-05,Friday,1,2.5,7.94,0.47,6.8,0.76,27.18
Boomerang,0600-2400,2018,2018-01-06,Saturday,1,4.86,10.78,0.49,6.43,1.13,36.58
Boomerang,0600-2400,2018,2018-01-07,Sunday,1,3.81,10.29,0.69,9.06,1.16,38.61
Boomerang,0600-2400,2018,2018-01-08,Monday,1,1.83,4.88,0.63,8.69,0.79,29.17
Boomerang,0600-2400,2018,2018-01-09,Tuesday,1,2.45,9.21,0.68,9.82,1.06,42.01
Boomerang,0600-2400,2018,2018-01-10,Wednesday,1,3.61,10.8,0.5,7.42,0.99,36.77
Boomerang,0600-2400,2018,2018-01-11,Thursday,1,2.79,9.3,0.53,7.82,0.79,29.93
Boomerang,0600-2400,2018,2018-01-12,Friday,1,2.7,8.06,0.38,5.58,0.79,29.54
Boomerang,0600-2400,2018,2018-01-13,Saturday,1,2.86,9.64,0.55,7.76,1.21,44.64
Boomerang,0600-2400,2018,2018-01-14,Sunday,1,3.45,11.69,0.85,12.03,1.4,55.92
Boomerang,0600-2400,2018,2018-01-15,Monday,1,3.38,11.32,0.36,5.6,1.07,42.69
Boomerang,0600-2400,2018,2018-01-16,Tuesday,1,1.67,5.9,0.52,7.86,0.7,28.32
Boomerang,0600-2400,2018,2018-01-17,Wednesday,1,1.89,7.01,0.58,8.94,0.78,31.21
Boomerang,0600-2400,2018,2018-01-18,Thursday,1,1.7,5.91,0.7,10.54,0.63,24.44
Boomerang,0600-2400,2018,2018-01-19,Friday,1,3.66,11.51,0.59,8.24,0.76,27.96
Boomerang,0600-2400,2018,2018-01-20,Saturday,1,3.38,9.67,0.74,9.51,0.91,31.26
Boomerang,0600-2400,2018,2018-01-21,Sunday,1,2.11,5.26,0.4,5.41,0.73,27.44
Boomerang,0600-2400,2018,2018-01-22,Monday,1,2.31,6.81,0.57,8.3,0.8,29.44
Boomerang,0600-2400,2018,2018-01-23,Tuesday,1,4.95,14.3,0.91,13.37,1.18,43.9
Boomerang,0600-2400,2018,2018-01-24,Wednesday,1,4.12,11.13,0.69,10.11,1.09,39.9
Boomerang,0600-2400,2018,2018-01-25,Thursday,1,2.41,6.44,0.54,7.78,0.85,30.3
Boomerang,0600-2400,2018,2018-01-26,Friday,1,1.88,5.52,0.18,2.68,0.79,29.34
Boomerang,0600-2400,2018,2018-01-27,Saturday,1,2.68,8.44,0.58,7.82,1.09,38.6
Boomerang,0600-2400,2018,2018-01-28,Sunday,1,8.26,19.56,0.41,5.86,1.23,47.2
Boomerang,0600-2400,2018,2018-01-29,Monday,1,4.48,11.75,0.25,3.55,0.84,30.03
Boomerang,0600-2400,2018,2018-01-30,Tuesday,1,2.53,6.5,0.4,5.83,0.94,34.09
Boomerang,0600-2400,2018,2018-01-31,Wednesday,1,2.07,5.3,0.46,6.97,0.87,32.18
Boomerang,0600-2400,2018,2018-02-01,Thursday,2,3.62,8.57,0.5,7.33,1.0,36.14
Boomerang,0600-2400,2018,2018-02-02,Friday,2,2.78,6.98,0.71,9.83,1.1,37.15
Boomerang,0600-2400,2018,2018-02-03,Saturday,2,2.68,7.74,0.79,10.24,0.99,33.21
Boomerang,0600-2400,2018,2018-02-04,Sunday,2,2.59,6.65,0.37,5.12,0.68,25.14
Boomerang,0600-2400,2018,2018-02-05,Monday,2,1.58,3.95,0.38,5.49,0.55,19.0
Boomerang,0600-2400,2018,2018-02-06,Tuesday,2,1.48,3.28,0.47,6.47,0.7,23.15
Boomerang,0600-2400,2018,2018-02-07,Wednesday,2,2.85,6.22,0.25,3.61,0.6,20.99
Boomerang,0600-2400,2018,2018-02-08,Thursday,2,2.57,5.92,0.28,4.02,0.75,26.39
Boomerang,0600-2400,2018,2018-02-09,Friday,2,2.99,6.61,0.48,6.93,1.06,35.69
Boomerang,0600-2400,2018,2018-02-10,Saturday,2,4.98,13.27,0.53,7.21,1.13,39.32
Boomerang,0600-2400,2018,2018-02-11,Sunday,2,4.0,9.76,0.51,7.31,1.08,41.28
Boomerang,0600-2400,2018,2018-02-12,Monday,2,4.01,7.62,0.58,8.68,0.78,27.21
Boomerang,0600-2400,2018,2018-02-13,Tuesday,2,2.25,5.62,0.39,5.97,0.81,29.5
Boomerang,0600-2400,2018,2018-02-14,Wednesday,2,1.48,3.85,0.42,6.3,0.65,23.53
Boomerang,0600-2400,2018,2018-02-15,Thursday,2,4.43,9.0,0.45,6.67,0.71,24.6
Boomerang,0600-2400,2018,2018-02-16,Friday,2,3.16,9.11,0.36,4.98,0.67,23.29
Boomerang,0600-2400,2018,2018-02-17,Saturday,2,1.85,6.31,0.84,11.18,0.84,31.15
Boomerang,0600-2400,2018,2018-02-18,Sunday,2,2.72,7.9,0.4,5.88,0.65,25.54
Boomerang,0600-2400,2018,2018-02-19,Monday,2,2.02,4.3,0.6,9.02,0.75,25.63
Boomerang,0600-2400,2018,2018-02-20,Tuesday,2,2.67,7.02,0.44,6.61,0.68,24.94
Boomerang,0600-2400,2018,2018-02-21,Wednesday,2,3.61,10.02,0.39,5.62,0.76,27.87
Boomerang,0600-2400,2018,2018-02-22,Thursday,2,2.83,7.46,0.22,3.36,0.51,18.6
Boomerang,0600-2400,2018,2018-02-23,Friday,2,1.41,4.29,0.31,4.79,0.6,22.16
Boomerang,0600-2400,2018,2018-02-24,Saturday,2,3.42,10.75,0.76,9.96,1.14,39.9
Boomerang,0600-2400,2018,2018-02-25,Sunday,2,0.93,2.78,0.28,3.96,0.55,21.66
Boomerang,0600-2400,2018,2018-02-26,Monday,2,1.55,3.74,0.54,7.8,0.78,27.43
Boomerang,0600-2400,2018,2018-02-27,Tuesday,2,1.55,3.65,0.29,4.43,0.7,24.57
Boomerang,0600-2400,2018,2018-02-28,Wednesday,2,1.95,4.71,0.29,3.95,0.38,12.95
Boomerang,0600-2400,2018,2018-03-01,Thursday,3,2.52,4.8,0.66,9.32,0.76,25.62
Boomerang,0600-2400,2018,2018-03-02,Friday,3,1.26,2.94,0.4,5.52,0.49,16.32
Boomerang,0600-2400,2018,2018-03-03,Saturday,3,2.12,5.9,0.43,5.17,0.77,25.51
Boomerang,0600-2400,2018,2018-03-04,Sunday,3,2.41,6.93,0.58,8.62,0.79,31.16
Boomerang,0600-2400,2018,2018-03-05,Monday,3,1.51,3.82,0.56,8.12,0.87,30.85
Boomerang,0600-2400,2018,2018-03-06,Tuesday,3,2.53,5.97,0.27,3.93,0.5,17.61
Boomerang,0600-2400,2018,2018-03-07,Wednesday,3,2.03,4.35,0.69,9.86,0.72,25.03
Boomerang,0600-2400,2018,2018-03-08,Thursday,3,3.32,7.61,0.36,5.39,0.81,28.04
Boomerang,0600-2400,2018,2018-03-09,Friday,3,3.37,7.65,0.7,10.35,0.99,35.01
Boomerang,0600-2400,2018,2018-03-10,Saturday,3,1.94,5.71,0.23,2.76,0.63,21.14
Boomerang,0600-2400,2018,2018-03-11,Sunday,3,2.16,6.68,0.42,5.94,0.75,30.36
Boomerang,0600-2400,2018,2018-03-12,Monday,3,2.02,5.32,0.18,2.68,0.59,21.2
Boomerang,0600-2400,2018,2018-03-13,Tuesday,3,1.29,3.4,0.22,3.14,0.45,15.6
Boomerang,0600-2400,2018,2018-03-14,Wednesday,3,2.29,5.86,0.28,4.15,0.77,27.59
Boomerang,0600-2400,2018,2018-03-15,Thursday,3,3.25,7.89,0.53,8.11,0.81,28.58
Boomerang,0600-2400,2018,2018-03-16,Friday,3,1.02,2.29,0.31,4.1,0.75,23.89
Boomerang,0600-2400,2018,2018-03-17,Saturday,3,2.41,7.19,0.88,10.45,1.05,33.48
Boomerang,0600-2400,2018,2018-03-18,Sunday,3,2.12,6.47,0.47,6.44,0.73,27.58
Boomerang,0600-2400,2018,2018-03-19,Monday,3,1.58,5.67,0.56,7.89,0.75,29.47
Boomerang,0600-2400,2018,2018-03-20,Tuesday,3,2.49,6.12,0.33,4.7,0.62,21.28
Boomerang,0600-2400,2018,2018-03-21,Wednesday,3,2.52,4.66,0.54,7.63,0.77,25.54
Boomerang,0600-2400,2018,2018-03-22,Thursday,3,1.83,3.59,0.28,4.02,0.52,17.82
Boomerang,0600-2400,2018,2018-03-23,Friday,3,2.45,6.09,0.39,5.69,0.58,21.44
Boomerang,0600-2400,2018,2018-03-24,Saturday,3,4.07,13.65,0.92,13.02,1.21,43.73
Boomerang,0600-2400,2018,2018-03-25,Sunday,3,1.3,3.47,0.36,5.15,0.55,21.34
Boomerang,0600-2400,2018,2018-03-26,Monday,3,1.98,6.39,0.43,6.12,0.78,29.34
Boomerang,0600-2400,2018,2018-03-27,Tuesday,3,2.5,8.54,0.31,4.63,0.68,27.19
Boomerang,0600-2400,2018,2018-03-28,Wednesday,3,1.87,5.71,0.31,4.37,0.64,23.29
Boomerang,0600-2400,2018,2018-03-29,Thursday,3,1.97,6.1,0.21,2.94,0.59,23.21
Boomerang,0600-2400,2018,2018-03-30,Friday,3,2.32,6.23,0.21,2.87,0.56,21.49
Boomerang,0600-2400,2018,2018-03-31,Saturday,3,1.58,5.64,0.27,3.61,0.61,22.51
Boomerang,0600-2400,2018,2018-04-01,Sunday,4,1.92,5.22,0.5,7.34,0.92,36.77
Boomerang,0600-2400,2018,2018-04-02,Monday,4,2.98,8.21,0.4,5.75,1.19,42.64
Boomerang,0600-2400,2018,2018-04-03,Tuesday,4,1.07,2.36,0.2,2.81,0.58,19.81
Boomerang,0600-2400,2018,2018-04-04,Wednesday,4,0.69,1.51,0.2,2.93,0.75,26.5
Boomerang,0600-2400,2018,2018-04-05,Thursday,4,1.98,4.21,0.37,5.39,0.74,25.92
Boomerang,0600-2400,2018,2018-04-06,Friday,4,4.05,9.87,0.53,7.98,1.0,35.23
Boomerang,0600-2400,2018,2018-04-07,Saturday,4,4.53,13.83,0.4,5.45,0.78,28.58
Boomerang,0600-2400,2018,2018-04-08,Sunday,4,1.95,5.21,0.27,3.72,0.63,23.07
Boomerang,0600-2400,2018,2018-04-09,Monday,4,4.16,9.6,0.59,8.89,0.88,31.27
Boomerang,0600-2400,2018,2018-04-10,Tuesday,4,2.58,5.63,0.44,6.37,0.74,26.15
Boomerang,0600-2400,2018,2018-04-11,Wednesday,4,1.26,2.67,0.41,6.39,0.66,24.34
Boomerang,0600-2400,2018,2018-04-12,Thursday,4,3.02,5.93,0.71,11.11,0.98,34.32
Boomerang,0600-2400,2018,2018-04-13,Friday,4,3.18,7.49,0.12,1.68,0.69,23.66
Boomerang,0600-2400,2018,2018-04-14,Saturday,4,1.54,4.04,0.35,4.61,0.69,24.23
Boomerang,0600-2400,2018,2018-04-15,Sunday,4,1.94,5.42,0.54,7.45,1.04,37.94
Boomerang,0600-2400,2018,2018-04-16,Monday,4,2.15,4.54,0.56,8.07,0.98,33.26
Boomerang,0600-2400,2018,2018-04-17,Tuesday,4,3.23,7.0,0.49,7.03,0.78,27.15
Boomerang,0600-2400,2018,2018-04-18,Wednesday,4,1.71,3.94,0.49,7.0,0.79,27.17
Boomerang,0600-2400,2018,2018-04-19,Thursday,4,3.0,6.8,0.41,5.9,0.71,24.4
Boomerang,0600-2400,2018,2018-04-20,Friday,4,2.99,8.57,0.28,4.02,0.93,31.67
Boomerang,0600-2400,2018,2018-04-21,Saturday,4,2.07,5.87,0.91,11.87,0.94,31.71
Boomerang,0600-2400,2018,2018-04-22,Sunday,4,2.28,5.79,0.13,1.83,0.49,18.89
Boomerang,0600-2400,2018,2018-04-23,Monday,4,5.83,13.99,0.39,5.34,0.93,32.16
Boomerang,0600-2400,2018,2018-04-24,Tuesday,4,3.59,7.74,0.31,4.54,0.75,26.61
Boomerang,0600-2400,2018,2018-04-25,Wednesday,4,2.61,6.07,0.31,4.64,0.74,27.2
Boomerang,0600-2400,2018,2018-04-26,Thursday,4,4.01,9.12,0.22,3.13,0.8,26.9
Boomerang,0600-2400,2018,2018-04-27,Friday,4,4.28,11.89,0.69,9.78,1.17,41.84
Boomerang,0600-2400,2018,2018-04-28,Saturday,4,4.83,15.08,0.57,7.87,1.26,45.21
Boomerang,0600-2400,2018,2018-04-29,Sunday,4,4.39,14.11,0.6,9.65,1.4,57.89
Boomerang,0600-2400,2018,2018-04-30,Monday,4,4.08,11.71,1.16,17.07,1.45,52.26
Boomerang,0600-2400,2018,2018-05-01,Tuesday,5,3.12,10.32,0.31,4.86,0.79,34.31
Boomerang,0600-2400,2018,2018-05-02,Wednesday,5,3.24,7.78,0.74,10.36,1.19,41.32
Boomerang,0600-2400,2018,2018-05-03,Thursday,5,2.12,4.94,0.35,4.91,0.62,21.06
Boomerang,0600-2400,2018,2018-05-04,Friday,5,1.34,3.92,0.3,4.26,0.7,24.68
Boomerang,0600-2400,2018,2018-05-05,Saturday,5,3.05,9.11,0.55,7.66,1.08,37.64
Boomerang,0600-2400,2018,2018-05-06,Sunday,5,3.24,11.39,0.43,6.63,0.79,32.26
Boomerang,0600-2400,2018,2018-05-07,Monday,5,2.43,6.2,0.46,6.9,0.84,29.39
Boomerang,0600-2400,2018,2018-05-08,Tuesday,5,6.32,16.22,0.68,9.96,1.29,45.78
Boomerang,0600-2400,2018,2018-05-09,Wednesday,5,2.62,6.46,0.42,6.16,0.77,27.21
Boomerang,0600-2400,2018,2018-05-10,Thursday,5,3.3,8.78,0.47,6.44,0.96,33.35
Boomerang,0600-2400,2018,2018-05-11,Friday,5,2.86,7.19,0.57,8.14,0.91,30.9
Boomerang,0600-2400,2018,2018-05-12,Saturday,5,3.08,9.96,1.13,14.04,1.24,41.29
Boomerang,0600-2400,2018,2018-05-13,Sunday,5,1.58,4.2,0.8,8.98,0.89,28.36
Boomerang,0600-2400,2018,2018-05-14,Monday,5,2.85,9.15,0.8,11.75,0.96,38.37
Boomerang,0600-2400,2018,2018-05-15,Tuesday,5,1.69,4.27,0.49,6.81,0.77,26.62
Boomerang,0600-2400,2018,2018-05-16,Wednesday,5,2.02,5.85,0.31,4.43,0.72,25.3
Boomerang,0600-2400,2018,2018-05-17,Thursday,5,1.56,3.51,0.46,6.44,0.6,20.28
Boomerang,0600-2400,2018,2018-05-18,Friday,5,2.63,7.47,0.36,5.27,0.59,21.22
Boomerang,0600-2400,2018,2018-05-19,Saturday,5,1.83,5.97,0.66,9.56,0.95,34.73
Boomerang,0600-2400,2018,2018-05-20,Sunday,5,2.41,6.55,0.37,5.4,0.67,24.75
Boomerang,0600-2400,2018,2018-05-21,Monday,5,2.42,6.11,0.39,5.91,0.64,22.99
Boomerang,0600-2400,2018,2018-05-22,Tuesday,5,2.13,5.14,0.54,7.93,0.71,24.55
Boomerang,0600-2400,2018,2018-05-23,Wednesday,5,2.0,5.74,0.39,5.61,0.62,21.36
Boomerang,0600-2400,2018,2018-05-24,Thursday,5,3.51,9.12,0.27,3.95,0.77,26.72
Boomerang,0600-2400,2018,2018-05-25,Friday,5,4.43,13.59,0.28,3.92,0.75,26.56
Boomerang,0600-2400,2018,2018-05-26,Saturday,5,1.66,5.54,0.9,12.96,0.9,34.88
Boomerang,0600-2400,2018,2018-05-27,Sunday,5,1.8,5.83,0.44,7.17,0.66,28.39
Boomerang,0600-2400,2018,2018-05-28,Monday,5,2.67,7.35,0.55,8.1,0.85,30.16
Boomerang,0600-2400,2018,2018-05-29,Tuesday,5,6.09,15.08,0.49,7.17,0.91,31.49
Boomerang,0600-2400,2018,2018-05-30,Wednesday,5,3.7,11.73,0.53,7.67,0.89,31.49
Boomerang,0600-2400,2018,2018-05-31,Thursday,5,5.07,13.53,0.77,10.87,1.21,41.46
Boomerang,0600-2400,2018,2018-06-01,Friday,6,1.7,5.16,0.35,5.28,0.59,21.49
Boomerang,0600-2400,2018,2018-06-02,Saturday,6,2.81,7.94,0.9,12.0,1.18,39.26
Boomerang,0600-2400,2018,2018-06-03,Sunday,6,2.26,5.86,0.83,11.8,1.07,39.77
Boomerang,0600-2400,2018,2018-06-04,Monday,6,2.87,7.02,0.45,6.99,0.72,28.69
Boomerang,0600-2400,2018,2018-06-05,Tuesday,6,1.14,3.0,0.52,7.45,0.77,26.54
Boomerang,0600-2400,2018,2018-06-06,Wednesday,6,2.15,5.02,0.53,7.95,0.69,24.15
Boomerang,0600-2400,2018,2018-06-07,Thursday,6,2.96,6.89,0.59,8.46,0.89,31.02
Boomerang,0600-2400,2018,2018-06-08,Friday,6,3.68,8.73,0.34,4.78,0.66,23.07
Boomerang,0600-2400,2018,2018-06-09,Saturday,6,4.98,13.49,0.85,11.95,1.13,40.32
Boomerang,0600-2400,2018,2018-06-10,Sunday,6,1.46,3.33,0.43,5.97,0.54,19.62
Boomerang,0600-2400,2018,2018-06-11,Monday,6,2.22,6.84,0.29,4.65,0.54,22.48
Boomerang,0600-2400,2018,2018-06-12,Tuesday,6,2.49,6.36,0.5,7.66,0.94,34.19
Boomerang,0600-2400,2018,2018-06-13,Wednesday,6,1.53,4.02,0.45,6.97,0.67,24.08
Boomerang,0600-2400,2018,2018-06-14,Thursday,6,2.76,7.33,0.3,4.81,0.51,20.13
Boomerang,0600-2400,2018,2018-06-15,Friday,6,0.98,3.13,0.22,3.39,0.44,17.48
Boomerang,0600-2400,2018,2018-06-16,Saturday,6,3.4,9.48,0.87,12.35,1.0,36.65
Boomerang,0600-2400,2018,2018-06-17,Sunday,6,3.59,9.39,0.36,5.79,0.66,30.18
Boomerang,0600-2400,2018,2018-06-18,Monday,6,2.48,5.85,0.36,5.6,0.96,38.96
Boomerang,0600-2400,2018,2018-06-19,Tuesday,6,2.54,9.35,0.38,7.0,0.73,35.15
Boomerang,0600-2400,2018,2018-06-20,Wednesday,6,1.99,6.45,0.54,8.2,0.75,29.75
Boomerang,0600-2400,2018,2018-06-21,Thursday,6,1.69,5.31,0.34,4.92,0.54,21.33
Boomerang,0600-2400,2018,2018-06-22,Friday,6,4.98,15.33,0.43,6.42,0.98,37.85
Boomerang,0600-2400,2018,2018-06-23,Saturday,6,3.58,11.24,0.39,5.15,0.73,26.8
Boomerang,0600-2400,2018,2018-06-24,Sunday,6,2.03,6.1,0.18,2.75,0.42,17.35
Boomerang,0600-2400,2018,2018-06-25,Monday,6,1.81,5.77,0.21,3.15,0.43,17.61
Boomerang,0600-2400,2018,2018-06-26,Tuesday,6,2.66,7.82,0.19,2.88,0.66,25.97
Boomerang,0600-2400,2018,2018-06-27,Wednesday,6,1.69,4.28,0.44,6.61,0.82,31.96
Boomerang,0600-2400,2018,2018-06-28,Thursday,6,1.16,3.33,0.53,9.05,0.68,31.37
Boomerang,0600-2400,2018,2018-06-29,Friday,6,3.04,8.66,0.66,9.22,0.88,30.79
Boomerang,0600-2400,2018,2018-06-30,Saturday,6,4.17,10.67,0.6,7.66,1.0,33.8
Boomerang,0600-2400,2018,2018-07-01,Sunday,7,4.72,9.7,0.39,5.18,1.06,37.72
Boomerang,0600-2400,2018,2018-07-02,Monday,7,1.6,3.89,0.12,1.86,0.52,20.73
Boomerang,0600-2400,2018,2018-07-03,Tuesday,7,2.73,9.89,0.37,5.92,0.65,29.19
Boomerang,0600-2400,2018,2018-07-04,Wednesday,7,2.91,9.61,0.32,4.16,0.79,26.77
Boomerang,0600-2400,2018,2018-07-05,Thursday,7,2.69,7.27,0.67,9.26,0.93,33.5
Boomerang,0600-2400,2018,2018-07-06,Friday,7,2.15,6.07,0.38,5.04,0.62,22.69
Boomerang,0600-2400,2018,2018-07-07,Saturday,7,4.01,9.65,0.3,4.08,0.88,31.45
Boomerang,0600-2400,2018,2018-07-08,Sunday,7,3.62,8.86,0.22,3.16,0.58,20.9
Boomerang,0600-2400,2018,2018-07-09,Monday,7,2.41,5.09,0.3,4.15,0.61,20.65
Boomerang,0600-2400,2018,2018-07-10,Tuesday,7,1.48,3.03,0.4,5.7,0.66,23.33
Boomerang,0600-2400,2018,2018-07-11,Wednesday,7,1.14,2.1,0.41,6.08,0.48,17.15
Boomerang,0600-2400,2018,2018-07-12,Thursday,7,1.71,3.46,0.49,6.76,0.65,21.22
Boomerang,0600-2400,2018,2018-07-13,Friday,7,3.58,7.43,0.38,5.53,0.74,25.18
Boomerang,0600-2400,2018,2018-07-14,Saturday,7,1.83,5.06,0.53,7.08,0.76,26.02
Boomerang,0600-2400,2018,2018-07-15,Sunday,7,1.64,4.32,0.13,1.92,0.4,16.5
Boomerang,0600-2400,2018,2018-07-16,Monday,7,1.7,3.76,0.19,2.83,0.48,16.85
Boomerang,0600-2400,2018,2018-07-17,Tuesday,7,1.17,2.65,0.18,2.68,0.46,16.46
Boomerang,0600-2400,2018,2018-07-18,Wednesday,7,2.63,5.59,0.34,4.92,0.54,18.51
Boomerang,0600-2400,2018,2018-07-19,Thursday,7,3.18,7.97,0.16,2.15,0.76,26.1
Boomerang,0600-2400,2018,2018-07-20,Friday,7,2.83,7.83,0.32,4.59,0.54,20.4
Boomerang,0600-2400,2018,2018-07-21,Saturday,7,1.64,3.94,0.63,7.86,0.64,21.34
Boomerang,0600-2400,2018,2018-07-22,Sunday,7,2.71,5.77,0.44,6.29,0.63,22.69
Boomerang,0600-2400,2018,2018-07-23,Monday,7,2.18,5.43,0.59,8.14,0.73,25.08
Boomerang,0600-2400,2018,2018-07-24,Tuesday,7,2.29,5.13,0.55,8.08,0.79,27.89
Boomerang,0600-2400,2018,2018-07-25,Wednesday,7,1.39,3.43,0.14,2.11,0.29,10.48
Boomerang,0600-2400,2018,2018-07-26,Thursday,7,2.26,4.76,0.41,5.74,0.61,20.68
Boomerang,0600-2400,2018,2018-07-27,Friday,7,1.14,2.56,0.43,6.26,0.56,19.15
Boomerang,0600-2400,2018,2018-07-28,Saturday,7,2.53,6.36,0.41,5.08,0.75,24.78
Boomerang,0600-2400,2018,2018-07-29,Sunday,7,3.25,8.3,0.5,7.31,0.64,23.41
Boomerang,0600-2400,2018,2018-07-30,Monday,7,2.46,5.79,1.01,14.85,0.97,34.02
Boomerang,0600-2400,2018,2018-07-31,Tuesday,7,2.97,7.74,0.32,4.65,0.66,23.24
Boomerang,0600-2400,2018,2018-08-01,Wednesday,8,2.17,4.34,0.84,11.89,0.75,25.85
Boomerang,0600-2400,2018,2018-08-02,Thursday,8,1.8,3.91,0.52,7.43,0.55,18.63
Boomerang,0600-2400,2018,2018-08-03,Friday,8,1.24,2.77,0.58,8.2,0.57,18.88
Boomerang,0600-2400,2018,2018-08-04,Saturday,8,4.29,13.39,0.48,6.06,1.13,37.3
Boomerang,0600-2400,2018,2018-08-05,Sunday,8,2.13,4.98,0.38,5.04,0.42,15.18
Boomerang,0600-2400,2018,2018-08-06,Monday,8,3.72,8.91,0.4,5.49,0.88,30.48
Boomerang,0600-2400,2018,2018-08-07,Tuesday,8,0.95,2.63,0.35,5.46,0.52,20.42
Boomerang,0600-2400,2018,2018-08-08,Wednesday,8,2.07,5.2,0.36,4.93,0.68,22.69
Boomerang,0600-2400,2018,2018-08-09,Thursday,8,2.22,5.71,0.43,6.04,0.75,25.1
Boomerang,0600-2400,2018,2018-08-10,Friday,8,2.7,5.8,0.3,4.22,0.63,20.5
Boomerang,0600-2400,2018,2018-08-11,Saturday,8,2.59,7.37,0.49,6.24,0.79,26.16
Boomerang,0600-2400,2018,2018-08-12,Sunday,8,2.58,7.05,0.27,3.67,0.49,17.68
Boomerang,0600-2400,2018,2018-08-13,Monday,8,2.25,5.26,0.43,6.18,0.68,23.48
Boomerang,0600-2400,2018,2018-08-14,Tuesday,8,1.95,4.72,0.36,5.54,0.51,17.9
Boomerang,0600-2400,2018,2018-08-15,Wednesday,8,2.37,5.57,0.32,4.4,0.65,21.69
Boomerang,0600-2400,2018,2018-08-16,Thursday,8,2.26,4.53,0.28,3.83,0.48,15.49
Boomerang,0600-2400,2018,2018-08-17,Friday,8,4.13,8.67,0.45,6.24,0.72,23.34
Boomerang,0600-2400,2018,2018-08-18,Saturday,8,3.12,9.09,0.29,3.46,0.62,19.43
Boomerang,0600-2400,2018,2018-08-19,Sunday,8,3.17,6.77,0.37,4.67,0.72,23.59
Boomerang,0600-2400,2018,2018-08-20,Monday,8,3.48,9.58,0.28,3.98,0.78,28.18
Boomerang,0600-2400,2018,2018-08-21,Tuesday,8,2.64,6.93,0.4,5.88,0.69,24.19
Boomerang,0600-2400,2018,2018-08-22,Wednesday,8,1.49,3.66,0.16,2.33,0.55,18.89
Boomerang,0600-2400,2018,2018-08-23,Thursday,8,2.74,6.04,0.39,5.55,0.77,25.52
Boomerang,0600-2400,2018,2018-08-24,Friday,8,1.94,4.98,0.37,5.19,0.58,19.4
Boomerang,0600-2400,2018,2018-08-25,Saturday,8,2.76,8.68,0.82,10.52,1.02,34.76
Boomerang,0600-2400,2018,2018-08-26,Sunday,8,3.47,9.24,0.53,7.68,0.72,26.21
Boomerang,0600-2400,2018,2018-08-27,Monday,8,3.07,7.05,0.23,3.34,0.56,19.6
Boomerang,0600-2400,2018,2018-08-28,Tuesday,8,4.85,10.3,0.17,2.49,0.66,23.1
Boomerang,0600-2400,2018,2018-08-29,Wednesday,8,4.51,10.91,0.1,1.4,0.61,20.54
Boomerang,0600-2400,2018,2018-08-30,Thursday,8,3.72,11.75,0.17,2.44,0.73,25.14
Boomerang,0600-2400,2018,2018-08-31,Friday,8,2.97,7.74,0.18,2.52,0.61,20.74
Boomerang,0600-2400,2018,2018-09-01,Saturday,9,1.94,5.75,0.39,4.85,0.78,25.32
Boomerang,0600-2400,2018,2018-09-02,Sunday,9,2.8,7.85,0.53,7.35,0.88,32.25
Boomerang,0600-2400,2018,2018-09-03,Monday,9,2.18,5.29,0.36,5.32,0.61,21.11
Boomerang,0600-2400,2018,2018-09-04,Tuesday,9,3.65,7.55,0.56,8.39,0.75,26.13
Boomerang,0600-2400,2018,2018-09-05,Wednesday,9,3.11,5.33,0.27,3.89,0.58,19.71
Boomerang,0600-2400,2018,2018-09-06,Thursday,9,2.43,5.28,0.34,4.97,0.53,17.61
Boomerang,0600-2400,2018,2018-09-07,Friday,9,1.28,3.32,0.35,5.06,0.47,16.82
Boomerang,0600-2400,2018,2018-09-08,Saturday,9,2.65,6.51,0.22,2.81,0.54,17.28
Boomerang,0600-2400,2018,2018-09-09,Sunday,9,2.8,6.66,0.15,2.17,0.5,18.62
Boomerang,0600-2400,2018,2018-09-10,Monday,9,3.42,7.29,0.36,5.27,0.68,23.54
Boomerang,0600-2400,2018,2018-09-11,Tuesday,9,1.64,3.37,0.25,3.51,0.49,16.94
Boomerang,0600-2400,2018,2018-09-12,Wednesday,9,2.08,4.49,0.28,4.09,0.62,21.62
Boomerang,0600-2400,2018,2018-09-13,Thursday,9,1.32,2.77,0.25,3.52,0.48,16.29
Boomerang,0600-2400,2018,2018-09-14,Friday,9,1.49,3.93,0.37,5.39,0.76,26.78
Boomerang,0600-2400,2018,2018-09-15,Saturday,9,3.03,9.78,0.4,5.26,1.04,37.06
Boomerang,0600-2400,2018,2018-09-16,Sunday,9,1.27,3.34,0.36,4.96,0.61,21.97
Boomerang,0600-2400,2018,2018-09-17,Monday,9,5.62,13.53,1.03,13.92,1.28,41.74
Boomerang,0600-2400,2018,2018-09-18,Tuesday,9,9.53,19.08,0.92,13.25,1.71,58.35
Boomerang,0600-2400,2018,2018-09-19,Wednesday,9,7.36,15.95,0.69,9.9,1.49,50.99
