Canal,Año,Mes,Share Niños 4-8 años,Rating en Miles Niños 4-8 años,Share Amas de casa 18+,Rating en Miles Amas de casa 18+,Share Personas 4+,Rating en Miles Personas 4+,Fecha
Disney XD,2019,8,2.6919354838709677,180.75,0.4541935483870968,187.29999999999998,0.8745161290322581,903.24,2019-08-01
Disney XD,2019,9,2.635,167.06,0.4096666666666666,159.53,0.7783333333333334,762.11,2019-09-01
Disney XD,2019,10,2.746451612903226,174.39,0.4309677419354839,176.21,0.8251612903225807,824.21,2019-10-01
Disney XD,2019,11,2.678,181.84,0.43200000000000005,169.09,0.8726666666666667,859.72,2019-11-01
Disney XD,2019,12,2.964193548387097,193.47,0.4309677419354839,150.82,0.9296774193548387,846.7,2019-12-01
MTV,2018,1,0.08612903225806451,7.7700000000000005,0.14322580645161292,63.15,0.2506451612903226,285.73,2018-01-01
MTV,2018,2,0.06714285714285714,4.74,0.1692857142857143,68.26,0.2542857142857143,253.78,2018-02-01
MTV,2018,3,0.07774193548387097,7.43,0.18612903225806454,80.44,0.3138709677419355,353.62,2018-03-01
MTV,2018,4,0.07733333333333332,5.56,0.187,80.64,0.32266666666666666,346.08,2018-04-01
MTV,2018,5,0.11741935483870967,10.62,0.19225806451612903,84.97,0.34548387096774197,381.47,2018-05-01
MTV,2018,6,0.13966666666666666,11.02,0.218,97.12,0.333,381.99,2018-06-01
MTV,2018,7,0.13774193548387095,10.84,0.3064516129032258,133.96,0.4506451612903226,495.40999999999997,2018-07-01
MTV,2018,8,0.09645161290322582,7.4,0.22225806451612906,93.46,0.2990322580645161,314.93,2018-08-01
MTV,2018,9,0.09666666666666666,6.8,0.18833333333333335,77.12,0.29433333333333334,303.8,2018-09-01
MTV,2018,10,0.08580645161290323,6.3,0.21903225806451612,90.7,0.39354838709677414,410.02,2018-10-01
MTV,2018,11,0.11133333333333333,8.88,0.25766666666666665,100.12,0.37733333333333335,376.37,2018-11-01
MTV,2018,12,0.22451612903225807,17.57,0.28258064516129033,99.06,0.3832258064516129,346.12,2018-12-01
MTV,2019,1,0.4383870967741935,31.68,0.2035483870967742,85.67,0.39096774193548384,408.22,2019-01-01
MTV,2019,2,0.15964285714285714,9.6,0.18714285714285714,75.49,0.26857142857142857,260.58,2019-02-01
MTV,2019,3,0.11774193548387096,7.28,0.14483870967741935,63.4,0.2438709677419355,263.75,2019-03-01
MTV,2019,4,0.07400000000000001,4.33,0.115,47.27,0.223,232.91,2019-04-01
MTV,2019,5,0.04290322580645161,2.8,0.14838709677419354,63.79,0.24516129032258066,259.75,2019-05-01
MTV,2019,6,0.063,4.24,0.15433333333333332,64.37,0.3,323.63,2019-06-01
MTV,2019,7,0.28161290322580645,18.25,0.1664516129032258,72.27,0.3909677419354839,419.83,2019-07-01
MTV,2019,8,0.19516129032258064,12.27,0.12483870967741936,51.19,0.1764516129032258,181.94,2019-08-01
MTV,2019,9,0.05533333333333333,3.94,0.046000000000000006,18.169999999999998,0.103,101.35,2019-09-01
MTV,2019,10,0.044838709677419354,2.97,0.06548387096774194,26.94,0.1329032258064516,134.29,2019-10-01
MTV,2019,11,0.036000000000000004,2.5,0.073,29.46,0.13533333333333336,133.69,2019-11-01
MTV,2019,12,0.06774193548387097,5.08,0.08419354838709676,32.59,0.13935483870967744,127.84,2019-12-01
NatGeo Kids,2018,1,0.705483870967742,66.77,0.09064516129032259,39.23,0.16838709677419353,191.38,2018-01-01
NatGeo Kids,2018,2,0.8385714285714286,61.15,0.11892857142857143,47.7,0.20035714285714287,199.24,2018-02-01
NatGeo Kids,2018,3,0.7767741935483871,66.85,0.12838709677419355,56.07,0.20806451612903226,232.67,2018-03-01
NatGeo Kids,2018,4,0.7116666666666667,52.79,0.10200000000000001,43.39,0.1686666666666667,180.06,2018-04-01
NatGeo Kids,2018,5,0.9412903225806452,83.75,0.15419354838709678,67.27,0.2241935483870968,250.1,2018-05-01
NatGeo Kids,2018,6,0.8586666666666667,69.36,0.17433333333333334,77.19,0.23066666666666666,264.11,2018-06-01
NatGeo Kids,2018,7,0.7438709677419354,57.0,0.10483870967741936,46.97,0.17193548387096774,189.58,2018-07-01
NatGeo Kids,2018,8,0.8064516129032258,63.65,0.2106451612903226,90.83,0.2609677419354839,275.02,2018-08-01
NatGeo Kids,2018,9,1.2876666666666667,90.03,0.46366666666666667,194.12,0.445,458.03,2018-09-01
NatGeo Kids,2018,10,0.9429032258064516,70.71,0.11935483870967742,50.21,0.19612903225806452,205.13,2018-10-01
NatGeo Kids,2018,11,1.1136666666666666,91.68,0.126,48.22,0.2533333333333333,251.36,2018-11-01
NatGeo Kids,2018,12,0.7445161290322582,53.44,0.15870967741935485,53.4,0.22193548387096773,196.58,2018-12-01
NatGeo Kids,2019,1,0.8825806451612903,66.27,0.09161290322580645,38.59,0.21258064516129033,222.68,2019-01-01
NatGeo Kids,2019,2,1.0735714285714286,64.4,0.15107142857142858,60.37,0.23214285714285715,225.26,2019-02-01
NatGeo Kids,2019,3,0.9890322580645161,64.45,0.1270967741935484,55.47,0.20516129032258065,220.7,2019-03-01
NatGeo Kids,2019,4,2.3983333333333334,154.55,0.12633333333333333,52.64,0.2846666666666667,296.77,2019-04-01
NatGeo Kids,2019,5,2.3329032258064513,150.07999999999998,0.11451612903225808,49.36,0.28193548387096773,297.86,2019-05-01
NatGeo Kids,2019,6,1.5563333333333333,107.13,0.14166666666666666,58.67,0.2573333333333333,272.81,2019-06-01
NatGeo Kids,2019,7,2.2264516129032255,149.03,0.18806451612903227,80.05,0.3032258064516129,324.95,2019-07-01
NatGeo Kids,2019,8,1.9938709677419355,132.51,0.1706451612903226,69.53,0.29258064516129034,300.32,2019-08-01
NatGeo Kids,2019,9,1.4576666666666667,91.19,0.12066666666666667,47.75,0.21833333333333332,212.9,2019-09-01
NatGeo Kids,2019,10,1.2796774193548388,81.5,0.09322580645161291,37.68,0.18774193548387097,189.01,2019-10-01
NatGeo Kids,2019,11,1.3016666666666665,89.29,0.10200000000000001,41.019999999999996,0.20833333333333334,207.26,2019-11-01
NatGeo Kids,2019,12,1.2364516129032257,82.88,0.11193548387096774,40.67,0.22064516129032258,205.22,2019-12-01
Nick Jr,2018,1,2.5422580645161292,239.01,0.16612903225806452,72.62,0.3332258064516129,384.62,2018-01-01
Nick Jr,2018,2,1.959642857142857,139.81,0.15071428571428572,59.93,0.25392857142857145,252.82,2018-02-01
Nick Jr,2018,3,2.2561290322580643,192.68,0.20741935483870966,91.05,0.33709677419354844,376.07,2018-03-01
Nick Jr,2018,4,2.2790000000000004,169.35,0.19066666666666665,82.41,0.317,337.29,2018-04-01
Nick Jr,2018,5,1.813225806451613,154.53,0.18419354838709678,81.42,0.2929032258064516,323.6,2018-05-01
Nick Jr,2018,6,3.7616666666666663,319.85,0.246,109.9,0.5043333333333334,584.38,2018-06-01
Nick Jr,2018,7,5.5,408.14,0.5090322580645161,224.26,0.7406451612903227,817.5,2018-07-01
Nick Jr,2018,8,4.535161290322581,343.88,0.43290322580645163,189.52,0.6393548387096775,675.01,2018-08-01
Nick Jr,2018,9,4.306666666666667,296.15,0.42,177.56,0.5906666666666667,606.44,2018-09-01
Nick Jr,2018,10,3.2219354838709675,237.78,0.3825806451612903,164.12,0.49548387096774194,519.08,2018-10-01
Nick Jr,2018,11,4.329,342.21,0.43666666666666665,173.3,0.6956666666666667,694.46,2018-11-01
Nick Jr,2018,12,3.1070967741935482,228.56,0.37258064516129036,127.57,0.557741935483871,494.71999999999997,2018-12-01
Nick Jr,2019,1,2.884193548387097,210.75,0.27161290322580645,116.09,0.4654838709677419,488.15999999999997,2019-01-01
Nick Jr,2019,2,4.579642857142857,272.69,0.395,159.62,0.6128571428571429,589.26,2019-02-01
Nick Jr,2019,3,4.223870967741935,267.14,0.18129032258064517,79.77,0.4180645161290323,446.28000000000003,2019-03-01
Nick Jr,2019,4,3.6670000000000003,226.94,0.3106666666666667,130.44,0.498,512.5,2019-04-01
Nick Jr,2019,5,2.548064516129032,157.38,0.25161290322580643,108.89,0.36129032258064514,379.13,2019-05-01
Nick Jr,2019,6,2.1253333333333333,143.21,0.11833333333333333,49.01,0.24933333333333335,261.02,2019-06-01
Nick Jr,2019,7,2.1670967741935487,146.97,0.12612903225806452,54.8,0.25709677419354837,274.7,2019-07-01
Nick Jr,2019,8,2.1825806451612904,146.77,0.16451612903225807,67.54,0.3351612903225807,345.92,2019-08-01
Nick Jr,2019,9,2.312,144.71,0.302,120.01,0.4313333333333333,423.15,2019-09-01
Nick Jr,2019,10,1.2999999999999998,83.34,0.29387096774193544,120.52,0.39806451612903226,399.09,2019-10-01
Nick Jr,2019,11,1.9926666666666668,136.06,0.3046666666666667,122.52,0.452,447.33,2019-11-01
Nick Jr,2019,12,2.520322580645161,165.4,0.32967741935483874,121.28,0.5554838709677419,514.64,2019-12-01
Nickelodeon,2018,1,1.8958064516129034,174.29,0.2635483870967742,115.89,0.58,662.1,2018-01-01
Nickelodeon,2018,2,1.7028571428571428,123.47,0.2075,83.16,0.49714285714285716,495.91,2018-02-01
Nickelodeon,2018,3,0.9158064516129032,76.7,0.18645161290322582,82.17,0.42580645161290326,475.44,2018-03-01
Nickelodeon,2018,4,1.1763333333333332,91.31,0.16699999999999998,71.82,0.4756666666666666,511.44,2018-04-01
Nickelodeon,2018,5,0.8261290322580644,71.42,0.19290322580645164,85.34,0.5151612903225806,570.67,2018-05-01
Nickelodeon,2018,6,0.966,80.58,0.21066666666666667,93.19,0.5233333333333333,597.15,2018-06-01
Nickelodeon,2018,7,1.6390322580645162,119.65,0.23258064516129032,100.92,0.6090322580645161,674.5,2018-07-01
Nickelodeon,2018,8,1.8790322580645162,144.65,0.257741935483871,111.45,0.5474193548387096,577.74,2018-08-01
Nickelodeon,2018,9,1.6906666666666665,118.03,0.18966666666666668,78.82,0.5793333333333333,595.72,2018-09-01
Nickelodeon,2018,10,2.148064516129032,154.79,0.2719354838709677,115.3,0.7296774193548388,759.52,2018-10-01
Nickelodeon,2018,11,2.4353333333333333,192.65,0.22633333333333333,89.73,0.7813333333333333,780.02,2018-11-01
Nickelodeon,2018,12,1.8006451612903225,133.04,0.23935483870967741,81.79,0.8383870967741937,750.94,2018-12-01
Nickelodeon,2019,1,1.585483870967742,117.01,0.2541935483870968,108.11,0.7587096774193548,794.95,2019-01-01
Nickelodeon,2019,2,1.315,80.27,0.19321428571428573,77.0,0.5203571428571429,502.57,2019-02-01
Nickelodeon,2019,3,0.8383870967741937,53.22,0.29774193548387096,130.31,0.557741935483871,601.38,2019-03-01
Nickelodeon,2019,4,1.4716666666666667,92.7,0.23833333333333334,99.74,0.6983333333333334,727.72,2019-04-01
Nickelodeon,2019,5,1.082258064516129,71.62,0.21,90.07,0.6564516129032258,696.43,2019-05-01
Nickelodeon,2019,6,1.2693333333333332,89.47,0.21633333333333335,88.11,0.6146666666666667,651.83,2019-06-01
Nickelodeon,2019,7,1.1029032258064515,73.7,0.17967741935483872,77.53,0.5038709677419355,540.19,2019-07-01
Nickelodeon,2019,8,1.0003225806451614,67.43,0.1664516129032258,68.9,0.544516129032258,563.98,2019-08-01
Nickelodeon,2019,9,1.6400000000000001,101.78,0.21933333333333332,85.84,0.593,580.67,2019-09-01
Nickelodeon,2019,10,2.439032258064516,154.27,0.16193548387096773,66.07,0.6525806451612903,652.87,2019-10-01
Nickelodeon,2019,11,2.6746666666666665,180.91,0.21033333333333334,84.16,0.7683333333333333,764.94,2019-11-01
Nickelodeon,2019,12,3.6806451612903226,242.91,0.2761290322580645,98.57000000000001,0.8561290322580645,785.45,2019-12-01
STAR Channel,2018,1,0.7403225806451613,67.62,1.0516129032258066,459.45,1.3512903225806452,1538.98,2018-01-01
STAR Channel,2018,2,0.7489285714285714,52.97,0.96,384.45,1.2814285714285716,1281.18,2018-02-01
STAR Channel,2018,3,0.7987096774193547,69.73,1.042258064516129,448.90999999999997,1.4516129032258065,1638.22,2018-03-01
STAR Channel,2018,4,0.873,68.35,0.9476666666666667,405.69,1.3256666666666668,1433.39,2018-04-01
STAR Channel,2018,5,0.9712903225806452,86.83,0.8654838709677419,384.51,1.258709677419355,1419.3700000000001,2018-05-01
STAR Channel,2018,6,0.7483333333333333,62.54,0.9823333333333333,432.27,1.286,1469.8899999999999,2018-06-01
STAR Channel,2018,7,0.9829032258064516,73.7,1.0470967741935484,455.11,1.4080645161290322,1561.52,2018-07-01
STAR Channel,2018,8,1.1187096774193548,88.88,1.1741935483870967,500.13,1.464516129032258,1553.71,2018-08-01
STAR Channel,2018,9,0.7603333333333334,56.120000000000005,1.0859999999999999,447.33,1.413,1462.12,2018-09-01
STAR Channel,2018,10,1.3370967741935482,98.09,1.14,476.11,1.4006451612903226,1457.66,2018-10-01
STAR Channel,2018,11,1.6646666666666665,135.57,1.4593333333333334,570.71,1.7126666666666668,1715.01,2018-11-01
STAR Channel,2018,12,1.3812903225806452,99.75,1.2999999999999998,446.89,1.7916129032258064,1578.67,2018-12-01
STAR Channel,2019,1,1.3880645161290324,100.09,1.2474193548387098,508.84,1.6980645161290322,1743.8,2019-01-01
STAR Channel,2019,2,0.6050000000000001,36.730000000000004,0.8435714285714286,334.08,1.2307142857142856,1197.34,2019-02-01
STAR Channel,2019,3,1.1199999999999999,75.74,0.9061290322580645,391.66,1.3264516129032258,1433.02,2019-03-01
STAR Channel,2019,4,1.224,75.48,0.9413333333333334,391.89,1.28,1341.4,2019-04-01
STAR Channel,2019,5,2.1629032258064513,140.5,1.336774193548387,573.47,2.264838709677419,2414.47,2019-05-01
STAR Channel,2019,6,1.0653333333333335,75.25,1.0356666666666667,428.17,1.5106666666666666,1615.35,2019-06-01
STAR Channel,2019,7,1.3803225806451613,91.19,0.9490322580645161,408.61,1.4954838709677418,1618.8899999999999,2019-07-01
STAR Channel,2019,8,1.6393548387096775,107.99000000000001,1.011290322580645,413.93,1.6506451612903226,1709.96,2019-08-01
STAR Channel,2019,9,1.5270000000000001,96.44,1.052,409.34000000000003,1.644,1614.71,2019-09-01
STAR Channel,2019,10,1.3970967741935485,86.02,1.1351612903225805,460.67,1.6838709677419357,1695.56,2019-10-01
STAR Channel,2019,11,1.7203333333333333,114.05,1.3039999999999998,518.01,1.831,1816.31,2019-11-01
STAR Channel,2019,12,1.843225806451613,114.19,1.3622580645161289,483.21,2.1477419354838707,1947.09,2019-12-01
Señal Colombia,2018,1,1.3174193548387096,123.8,0.4696774193548387,206.66,0.6290322580645161,717.91,2018-01-01
Señal Colombia,2018,2,1.0971428571428572,78.31,0.5907142857142856,235.67000000000002,0.6517857142857143,650.6,2018-02-01
Señal Colombia,2018,3,1.1409677419354838,91.94,0.614516129032258,267.84,0.7216129032258065,815.2,2018-03-01
Señal Colombia,2018,4,0.751,55.15,0.442,190.33,0.49766666666666665,536.24,2018-04-01
Señal Colombia,2018,5,0.7509677419354839,64.57000000000001,0.8319354838709677,366.85,0.8287096774193549,926.32,2018-05-01
Señal Colombia,2018,6,0.629,51.68,0.45066666666666666,199.37,0.55,632.49,2018-06-01
Señal Colombia,2018,7,0.567741935483871,42.04,0.5564516129032258,242.94,0.5858064516129032,650.79,2018-07-01
Señal Colombia,2018,8,0.6087096774193549,46.97,0.46645161290322584,201.54,0.5483870967741935,584.09,2018-08-01
Señal Colombia,2018,9,0.8373333333333334,55.42,0.5676666666666667,234.93,0.6283333333333334,651.34,2018-09-01
Señal Colombia,2018,10,0.5774193548387097,43.41,0.5403225806451613,223.81,0.5816129032258065,604.53,2018-10-01
Señal Colombia,2018,11,0.8083333333333333,64.02,0.7036666666666667,274.72,0.7426666666666667,744.01,2018-11-01
Señal Colombia,2018,12,1.0048387096774194,66.99,0.6496774193548387,222.72,0.737741935483871,660.4,2018-12-01
Señal Colombia,2019,1,1.5803225806451613,120.09,0.6625806451612903,274.1,0.7512903225806451,785.52,2019-01-01
Señal Colombia,2019,2,1.8974999999999997,115.82000000000001,0.6596428571428571,260.85,0.7757142857142857,756.89,2019-02-01
Señal Colombia,2019,3,1.8835483870967742,121.55,0.7183870967741935,312.09,0.7416129032258064,799.72,2019-03-01
Señal Colombia,2019,4,1.927,119.15,0.8943333333333333,373.81,0.868,913.84,2019-04-01
Señal Colombia,2019,5,2.443548387096774,154.57,0.6216129032258064,266.58,0.7941935483870968,846.06,2019-05-01
Señal Colombia,2019,6,2.1203333333333334,146.32,0.7283333333333334,300.73,0.893,954.96,2019-06-01
Señal Colombia,2019,7,1.7958064516129033,121.29,0.6041935483870968,258.72,0.6470967741935484,698.76,2019-07-01
Señal Colombia,2019,8,1.7348387096774194,113.9,1.0693548387096774,438.23,1.0370967741935484,1076.76,2019-08-01
Señal Colombia,2019,9,1.938,117.99,0.7443333333333333,295.7,0.7543333333333333,743.01,2019-09-01
Señal Colombia,2019,10,3.38258064516129,218.11,0.9719354838709677,395.13,1.0396774193548386,1045.25,2019-10-01
Señal Colombia,2019,11,2.426,164.78,0.8326666666666667,336.07,0.9390000000000001,938.24,2019-11-01
Señal Colombia,2019,12,2.036451612903226,134.4,0.8629032258064516,304.93,0.9506451612903225,869.3299999999999,2019-12-01
TNT,2018,1,1.3803225806451613,127.78,1.2803225806451612,557.93,1.6229032258064517,1843.49,2018-01-01
TNT,2018,2,1.3625,102.41,1.0785714285714285,432.18,1.4635714285714287,1467.1100000000001,2018-02-01
TNT,2018,3,1.2648387096774194,109.12,1.312258064516129,570.65,1.6090322580645162,1814.12,2018-03-01
TNT,2018,4,0.9376666666666666,70.14,1.322,572.97,1.5213333333333334,1644.87,2018-04-01
TNT,2018,5,1.1303225806451613,101.09,1.3061290322580645,574.29,1.625483870967742,1833.77,2018-05-01
TNT,2018,6,0.9273333333333333,76.24,1.2779999999999998,566.02,1.55,1780.94,2018-06-01
TNT,2018,7,0.9406451612903226,71.76,1.3596774193548387,590.73,1.6216129032258066,1791.55,2018-07-01
TNT,2018,8,1.4251612903225805,112.96,1.4674193548387098,628.38,1.8248387096774195,1948.16,2018-08-01
TNT,2018,9,1.076,79.57,1.1746666666666667,487.23,1.538,1601.76,2018-09-01
TNT,2018,10,1.2119354838709677,89.3,1.3358064516129031,553.55,1.5874193548387097,1646.66,2018-10-01
TNT,2018,11,1.6473333333333333,132.35,1.2423333333333335,486.68,1.5963333333333334,1603.52,2018-11-01
TNT,2018,12,1.5558064516129033,111.52,1.3699999999999999,468.71,1.8622580645161289,1649.73,2018-12-01
TNT,2019,1,1.2019354838709677,86.36,1.3264516129032258,543.09,1.7083870967741936,1762.5,2019-01-01
TNT,2019,2,1.4739285714285715,89.83,1.1603571428571429,459.86,1.412857142857143,1382.87,2019-02-01
TNT,2019,3,1.1896774193548387,79.97,1.24,538.44,1.6287096774193548,1767.02,2019-03-01
TNT,2019,4,1.2366666666666668,80.61,1.4073333333333333,583.33,1.7233333333333334,1799.55,2019-04-01
TNT,2019,5,1.092258064516129,76.33,1.1616129032258065,499.4,1.4606451612903226,1565.51,2019-05-01
TNT,2019,6,1.503,107.01,1.3883333333333332,568.68,1.6713333333333333,1781.55,2019-06-01
TNT,2019,7,1.3316129032258064,91.16,1.1564516129032258,495.78,1.5441935483870968,1676.5,2019-07-01
TNT,2019,8,1.054516129032258,71.22,1.338064516129032,551.32,1.6461290322580646,1721.19,2019-08-01
TNT,2019,9,1.5866666666666667,102.77,1.1553333333333333,450.02,1.4460000000000002,1422.48,2019-09-01
TNT,2019,10,0.8167741935483871,52.18,0.8564516129032258,347.56,1.0483870967741935,1051.49,2019-10-01
TNT,2019,11,1.1323333333333332,77.6,0.8936666666666667,350.92,1.2963333333333333,1276.74,2019-11-01
TNT,2019,12,1.9693548387096773,129.82999999999998,1.3590322580645162,485.82,1.7048387096774194,1578.54,2019-12-01
Universal TV,2018,1,0.257741935483871,23.53,0.6058064516129033,265.28000000000003,0.5774193548387097,656.38,2018-01-01
Universal TV,2018,2,0.18285714285714286,13.56,0.4942857142857143,197.31,0.4253571428571429,428.18,2018-02-01
Universal TV,2018,3,0.23709677419354838,20.85,0.6461290322580645,279.99,0.5429032258064517,606.32,2018-03-01
Universal TV,2018,4,0.35866666666666663,31.130000000000003,0.533,228.73,0.4573333333333333,495.6,2018-04-01
Universal TV,2018,5,0.14129032258064517,12.62,0.4838709677419355,215.65,0.4419354838709677,498.76,2018-05-01
Universal TV,2018,6,0.19466666666666665,15.94,0.4633333333333333,205.35,0.4693333333333333,537.64,2018-06-01
Universal TV,2018,7,0.3351612903225807,25.41,0.5590322580645162,242.53,0.5309677419354839,580.53,2018-07-01
Universal TV,2018,8,0.3138709677419355,24.94,0.4929032258064516,214.24,0.5225806451612903,555.67,2018-08-01
Universal TV,2018,9,0.20733333333333331,15.52,0.5676666666666667,235.78,0.529,546.05,2018-09-01
Universal TV,2018,10,0.16032258064516128,11.77,0.4096774193548387,172.42000000000002,0.4406451612903226,457.39,2018-10-01
Universal TV,2018,11,0.2643333333333333,20.94,0.44133333333333336,173.09,0.516,516.46,2018-11-01
Universal TV,2018,12,0.31612903225806455,21.69,0.5580645161290323,190.16,0.5754838709677419,503.36,2018-12-01
Universal TV,2019,1,0.257741935483871,18.12,0.40064516129032257,167.46,0.43451612903225806,452.23,2019-01-01
Universal TV,2019,2,0.34035714285714286,20.38,0.3971428571428572,158.89,0.4296428571428571,423.62,2019-02-01
Universal TV,2019,3,0.16096774193548388,10.73,0.36129032258064514,158.17,0.35516129032258065,384.31,2019-03-01
Universal TV,2019,4,0.25166666666666665,15.05,0.5363333333333333,224.07999999999998,0.466,484.71999999999997,2019-04-01
Universal TV,2019,5,0.09548387096774194,5.93,0.31129032258064515,134.3,0.2745161290322581,293.14,2019-05-01
Universal TV,2019,6,0.06133333333333333,4.58,0.30966666666666665,128.67,0.2886666666666667,309.13,2019-06-01
Universal TV,2019,7,0.10258064516129033,7.069999999999999,0.3290322580645161,139.87,0.2841935483870968,307.76,2019-07-01
Universal TV,2019,8,0.04483870967741936,3.09,0.35516129032258065,144.82,0.3138709677419355,327.01,2019-08-01
Universal TV,2019,9,0.113,7.1499999999999995,0.3506666666666666,138.29,0.32966666666666666,323.14,2019-09-01
Universal TV,2019,10,0.09935483870967741,6.06,0.3274193548387097,133.33,0.30580645161290326,306.65999999999997,2019-10-01
Universal TV,2019,11,0.30833333333333335,21.049999999999997,0.328,127.72999999999999,0.3313333333333333,325.06,2019-11-01
Universal TV,2019,12,0.5432258064516129,36.01,0.41032258064516125,145.07,0.5261290322580645,474.64,2019-12-01
