Canal,Año,Mes,Share Niños 4-8 años,Rating en Miles Niños 4-8 años,Share Amas de casa 18+,Rating en Miles Amas de casa 18+,Share Personas 4+,Rating en Miles Personas 4+,Fecha
A&E,2019,7,0.22161290322580646,14.84,0.22838709677419355,97.81,0.22580645161290322,244.12,2019-07-01
A&E,2019,8,0.13838709677419356,9.37,0.24161290322580645,99.47,0.26064516129032256,271.37,2019-08-01
A&E,2019,9,0.17266666666666666,10.55,0.15766666666666668,62.09,0.181,178.06,2019-09-01
A&E,2019,10,0.0070967741935483875,0.45,0.13645161290322583,54.79,0.13548387096774195,135.02,2019-10-01
A&E,2019,11,0.03833333333333333,2.77,0.129,50.3,0.158,156.27,2019-11-01
A&E,2019,12,0.0732258064516129,4.79,0.23483870967741935,85.87,0.2203225806451613,203.88,2019-12-01
Animal Planet,2018,1,0.37548387096774194,34.12,0.4238709677419355,184.33,0.4716129032258064,535.38,2018-01-01
Animal Planet,2018,2,0.3217857142857143,22.96,0.3896428571428571,156.55,0.41178571428571425,411.79,2018-02-01
Animal Planet,2018,3,0.37741935483870964,32.15,0.43032258064516127,187.25,0.4958064516129032,556.85,2018-03-01
Animal Planet,2018,4,0.24000000000000002,18.06,0.422,181.36,0.484,519.95,2018-04-01
Animal Planet,2018,5,0.2532258064516129,22.07,0.4212903225806452,186.97,0.5106451612903226,568.74,2018-05-01
Animal Planet,2018,6,0.2763333333333334,22.53,0.47866666666666663,213.45,0.5103333333333333,581.51,2018-06-01
Animal Planet,2018,7,0.18774193548387097,14.13,0.45870967741935487,200.71,0.47580645161290325,527.91,2018-07-01
Animal Planet,2018,8,0.25903225806451613,19.8,0.4545161290322581,195.5,0.4545161290322581,481.43,2018-08-01
Animal Planet,2018,9,0.21533333333333332,15.37,0.399,165.65,0.4696666666666667,485.73,2018-09-01
Animal Planet,2018,10,0.2770967741935484,20.82,0.5016129032258064,212.24,0.49,511.28,2018-10-01
Animal Planet,2018,11,0.35400000000000004,28.580000000000002,0.5416666666666666,212.07,0.5626666666666666,563.57,2018-11-01
Animal Planet,2018,12,0.3774193548387097,27.98,0.5506451612903226,190.69,0.5793548387096774,514.41,2018-12-01
Animal Planet,2019,1,0.2858064516129032,21.4,0.36677419354838714,151.23,0.40064516129032257,415.26,2019-01-01
Animal Planet,2019,2,0.3417857142857143,19.94,0.28464285714285714,112.85,0.32142857142857145,312.24,2019-02-01
Animal Planet,2019,3,0.1664516129032258,11.01,0.33,144.22,0.33806451612903227,362.81,2019-03-01
Animal Planet,2019,4,0.18133333333333332,10.55,0.21200000000000002,87.67,0.26566666666666666,278.05,2019-04-01
Animal Planet,2019,5,0.15612903225806452,10.09,0.25903225806451613,110.62,0.2867741935483871,304.25,2019-05-01
Animal Planet,2019,6,0.20833333333333334,15.28,0.27366666666666667,111.6,0.32933333333333337,350.21,2019-06-01
Animal Planet,2019,7,0.3035483870967742,19.74,0.28838709677419355,124.46,0.352258064516129,378.56,2019-07-01
Animal Planet,2019,8,0.23806451612903226,15.55,0.3629032258064516,147.51,0.40451612903225803,418.31,2019-08-01
Animal Planet,2019,9,0.22866666666666666,14.11,0.31466666666666665,122.32000000000001,0.35700000000000004,349.40000000000003,2019-09-01
Animal Planet,2019,10,0.25612903225806455,16.11,0.33,133.97,0.35193548387096774,354.13,2019-10-01
Animal Planet,2019,11,0.20433333333333334,14.01,0.4166666666666667,162.01,0.4326666666666667,427.12,2019-11-01
Animal Planet,2019,12,0.2706451612903226,16.57,0.39064516129032256,139.35,0.4370967741935484,398.03000000000003,2019-12-01
Boomerang,2018,1,3.05,276.53000000000003,0.5319354838709677,234.31,0.9403225806451613,1074.5,2018-01-01
Boomerang,2018,2,2.641428571428572,187.08,0.45821428571428574,182.72,0.7714285714285715,767.99,2018-02-01
Boomerang,2018,3,2.194516129032258,182.64,0.4287096774193549,186.69,0.7125806451612903,792.22,2018-03-01
Boomerang,2018,4,2.93,223.42,0.4516666666666667,195.61,0.8796666666666667,944.75,2018-04-01
Boomerang,2018,5,2.863548387096774,248.0,0.5229032258064517,230.22,0.8464516129032258,938.87,2018-05-01
Boomerang,2018,6,2.56,213.15,0.4676666666666666,206.86,0.7526666666666666,857.81,2018-06-01
Boomerang,2018,7,2.4048387096774193,182.44,0.38806451612903226,169.42,0.6574193548387096,724.08,2018-07-01
Boomerang,2018,8,2.7532258064516126,213.53,0.37741935483870964,162.31,0.6716129032258065,710.0600000000001,2018-08-01
Boomerang,2018,9,3.372666666666667,232.17,0.48033333333333333,198.95,0.8386666666666667,862.83,2018-09-01
Boomerang,2018,10,3.2480645161290322,236.95,0.5025806451612903,211.92,0.8461290322580646,880.09,2018-10-01
Boomerang,2018,11,3.6016666666666666,286.11,0.6133333333333333,241.35999999999999,0.9323333333333333,932.73,2018-11-01
Boomerang,2018,12,3.0077419354838706,220.22,0.38838709677419353,134.83,0.7125806451612903,633.49,2018-12-01
Boomerang,2019,1,3.64,272.37,0.41516129032258065,173.66,0.8161290322580645,857.43,2019-01-01
Boomerang,2019,2,3.664285714285714,218.81,0.3482142857142857,138.57,0.6682142857142858,647.22,2019-02-01
Boomerang,2019,3,3.067096774193548,192.94,0.3229032258064516,140.75,0.6135483870967742,662.03,2019-03-01
Boomerang,2019,4,2.4203333333333332,151.57,0.20966666666666667,88.15,0.49733333333333335,512.98,2019-04-01
Boomerang,2019,5,3.0519354838709676,193.95,0.2916129032258064,125.65,0.5954838709677419,632.55,2019-05-01
Boomerang,2019,6,2.6173333333333333,179.48,0.3983333333333333,165.2,0.5716666666666667,610.3,2019-06-01
Boomerang,2019,7,2.6564516129032256,173.84,0.3016129032258064,129.85999999999999,0.4890322580645161,524.36,2019-07-01
Boomerang,2019,8,2.342258064516129,152.81,0.2887096774193548,119.59,0.4629032258064516,478.88,2019-08-01
Boomerang,2019,9,1.5683333333333331,98.68,0.29633333333333334,118.19,0.4196666666666667,411.76,2019-09-01
Boomerang,2019,10,1.957741935483871,125.99,0.24806451612903224,102.29,0.4929032258064516,494.83,2019-10-01
Boomerang,2019,11,2.0153333333333334,138.77,0.30033333333333334,120.78999999999999,0.493,485.5,2019-11-01
Boomerang,2019,12,4.780322580645161,315.32,0.28838709677419355,102.52,0.6983870967741935,641.3,2019-12-01
Cartoon Network,2018,1,5.5925806451612905,519.61,0.8748387096774194,385.44,2.1196774193548387,2429.43,2018-01-01
Cartoon Network,2018,2,6.297857142857143,453.92,0.6307142857142857,253.28,1.907142857142857,1901.5,2018-02-01
